Molecule,Canonical_Smiles,category
CHEMBL3394213,Cc1ccc(cn1)c2cc3c(Oc4ccc(cc4[C@@]35COC(=N5)N)c6cccnc6F)c(F)n2,Asp
CHEMBL3394225,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4c(F)nc(cc24)N5CCC(F)(F)CC5)c6cccnc6F,Asp
CHEMBL1821827,C[C@H](Cc1cc2cc(ccc2nc1N)c3ncccc3Cl)C(=O)NCCC(C)(C)C,Asp
CHEMBL595802,O=C1C2=NCC3(CCCCC3)CN2c4ccc(cc14)S(=O)(=O)N5CCC[C@H]5COc6ccccc6,Cys
CHEMBL3414710,NC1=N[C@]2(CO[C@H](C[C@H]2CS1)C3CC3)c4ccc(F)cc4F,Asp
CHEMBL1090996,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)C(=O)N4CCCC4)c5ccc(c(SCC(=O)N6CCCC6)c5)C(F)(F)F,Cys
CHEMBL42908,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[C@@H](C)C(=O)NCC(C)C,Asp
CHEMBL3348538,CCOC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C,Asp
CHEMBL3342554,CNC(=O)O[C@H]1CCc2ccc(cc2[C@@H]1NC(=O)c3ccc(F)cc3)N4CCN(CC4)C5COC5,Cys
CHEMBL8858,CCN1C(Cc2cc3OCCOc3cc2S1(=O)=O)C(=O)N[C@@H](Cc4ccccc4)C(=O)C(=O)NCCNS(=O)(=O)c5ccccc5,Cys
CHEMBL304121,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC3CCCCC3)[C@@H](O)CSc4nnnn4CCN5CCOCC5,Asp
CHEMBL1090543,Nc1nc(Cn2c(ccc2c3ccccc3Cl)c4ccc(Oc5cncnc5)cc4)ccc1NCCO,Asp
CHEMBL2163581,CS(=O)(=O)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,Cys
CHEMBL1824650,COc1cc2c(cn1)c(C(=O)N3CCNCC3)c(Oc4c(C)cccc4C)n2C5CCCCC5,Asp
CHEMBL1824649,Cc1c(F)cccc1Cc2c(C(=O)N3CCNCC3)c4cnc(O)cc4n2c5ccccc5,Asp
CHEMBL1824642,Cc1c(F)cccc1Cc2c(C(=O)N3CCNCC3)c4cnccc4n2c5ccccc5,Asp
CHEMBL3633116,Cl.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCCCc2ccccc2)C(C)C)ccc1OC,Asp
CHEMBL3633135,Cl.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)Cn2cc(CCO)nn2)C(C)C)ccc1OC,Asp
CHEMBL1796072,CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2C(=O)N(Cc3c[nH]c4cccc(F)c34)C5CC5,Asp
CHEMBL1796073,CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2C(=O)N(Cc3cn(Cc4ccccc4)c5cccc(F)c35)C6CC6,Asp
CHEMBL1078993,CCCN1C(=O)N(N=C(C#N)C1=O)C2CCCCCC2,Cys
CHEMBL1084125,CC(C)c1cccc(c1)N2N=C(C#N)C(=O)N(CCCN3CCCCC3)C2=O,Cys
CHEMBL3260838,CN1C(=NC2(C1=O)c3cc(ccc3Oc4ccc(cc24)c5cccnc5)c6cccnc6)N,Asp
CHEMBL3805852,COc1cnc(cn1)C(=O)Nc2cc(F)c(F)c(c2)[C@]3(C)C[C@H](SC(=N3)N)c4c(C)onc4C,Asp
CHEMBL162041,CCCC[C@H](NC(=O)OC(CCC)CCC)C(=O)C(=O)N[C@H](C)c1ccccc1,Cys
CHEMBL354473,CCCC[C@H](NC(=O)OC(C(C)(C)C)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,Cys
CHEMBL493375,COC[C@@H]1CCCN1S(=O)(=O)c2ccc3N(CCC(O)CF)C(=O)C(=O)c3c2,Cys
CHEMBL3357656,CN1C(=N[C@@]2([C@H]3OCCC[C@@H]3Oc4ccc(cc24)c5cccnc5F)C1=O)N,Asp
CHEMBL191178,CCCC[C@H](NC(=O)O[C@H](CN1CCN(C1=O)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccn[nH]3,Cys
CHEMBL187864,CCCC[C@H](NC(=O)O[C@H](Cn1cnc(c1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3nccs3,Cys
CHEMBL513513,COC[C@@H]1CCCN1S(=O)(=O)c2ccc3N(CCCCCCCCCC=C)C(=O)C(=O)c3c2,Cys
CHEMBL403593,CCCCCCN1C[C@H](CC1=O)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]3C[C@H](CN3)OCc4ccccc4,Asp
CHEMBL249507,CS(=O)(=O)C[C@H](N[C@@H](c1ccccc1)C(F)(F)F)C(=O)NC2(CC2)C#N,Cys
CHEMBL427883,Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)Cc2c(F)cccc2F)C(=O)NC3(CC3)C#N)C(F)(F)F,Cys
CHEMBL250121,CS(=O)(=O)C[C@H](N[C@@H](c1cccc(F)c1)C(F)(F)F)C(=O)NC2(CC2)C#N,Cys
CHEMBL478012,CNC(=O)c1c(NCCC2CCCC2)nc(nc1OCC3CCN(C)CC3)C#N,Cys
CHEMBL3400435,COCCCOc1cc(ccc1OC)C(=O)N(C[C@@H]2CNC[C@H]2NCc3ccc4ccccc4c3)C(C)C,Asp
CHEMBL2396989,NC1=N[C@]2(COC[C@H]2CS1)c3cc(NC(=O)c4ccc(F)cn4)ccc3F,Asp
CHEMBL3261078,CC1(C)C(=N[C@@](C)(CS1(=O)=O)c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N,Asp
CHEMBL3261926,NC1(CCOCC1)C(=O)N[C@@H](Cc2ccc(cc2)c3ccc(cc3)C#N)C#N,Cys
CHEMBL449505,CC(=O)N1C[C@H]2CC(=C([C@@H](C1)N2)C(=O)N(Cc3cccc(Cl)c3Cl)C4CC4)c5ccc(OCCOc6cc(F)ccc6Br)cc5,Asp
CHEMBL511054,COc1ccccc1OCCCc2ccc(cc2)C3=C([C@H]4CN(C[C@@H](C3)N4)C(=O)C)C(=O)N(Cc5cccc(Cl)c5Cl)C6CC6,Asp
CHEMBL1761533,COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCCC(C)(C)C(=O)O)c1,Asp
CHEMBL1761535,COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCC6(CCCC6)C(=O)O)c1,Asp
CHEMBL1824626,Cc1ccc(F)cc1Oc2c(C(=O)N3CCNCC3)c4cc(O)cnc4n2c5ccccc5,Asp
CHEMBL1824932,Fc1ccc(Cl)c(Oc2c(C(=O)N3CCNCC3)c4ncccc4n2c5ccccc5)c1,Asp
CHEMBL1824946,C[C@H]1CN(CCN1)C(=O)c2c(Oc3c(C)cccc3C)n(c4ccccc4)c5cccnc25,Asp
CHEMBL3264582,NC(=O)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)OCc2ccc(cc2)c3ccc(F)cc3F)C#N,Cys
CHEMBL1824935,Cc1cccc(C)c1Oc2c(C(=O)N3CCNCC3)c4ncccc4n2c5ccccc5,Asp
CHEMBL541757,CCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNC(C)(C)CCCC(C)C,Asp
CHEMBL591813,CNC[C@H](CC1CCCCC1)NC(=O)N2CCC[C@H](C2)[C@@](O)(CCCNS(=O)(=O)N)c3cccc(Cl)c3,Asp
CHEMBL595576,CC1(C)CN=C2N(C1)c3ccc(cc3C2=O)S(=O)(=O)N4CCC[C@H]4CNC5CCCCC5,Cys
CHEMBL452191,OCC(=O)N1CC2CC(=C(C(C1)N2)C(=O)N(Cc3ccccc3Cl)C4CC4)c5ccc(CCCOc6c(F)ccc(F)c6F)cc5,Asp
CHEMBL592048,CNC[C@H](CC1CCCCC1)NC(=O)N2CCC[C@H](C2)[C@@](O)(CCCNC(=O)N)c3cccc(Cl)c3,Asp
CHEMBL589280,NC(=S)N\N=C(\c1cccc(Br)c1)/c2ccccc2F,Cys
CHEMBL1824645,COc1cc2c(cn1)c(C(=O)N3CCNCC3)c(Cc4cccc(F)c4C)n2c5ccccc5,Asp
CHEMBL535853,Cl.CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(c(OCc2ccncc2)c1)C(C)(C)C)C(C)C,Asp
CHEMBL591341,CNC[C@H](CC1CCCCC1)NC(=O)N2CCC[C@H](C2)[C@@H](OCCNC(=O)OC)c3ccccc3,Asp
CHEMBL3348556,CC(C)CC[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C,Asp
CHEMBL3348549,C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C,Asp
CHEMBL595246,COCc1cc2NCCCCOc3cccc(C[C@H](NC(=O)c(c1)c2)[C@H](O)CNC4(CCC4)c5cccc(c5)C(C)(C)C)c3,Asp
CHEMBL3142261,CSC[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C,Asp
CHEMBL403207,CCNc1cc(cc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c3cccc(c3)C(F)(F)F)N4CCCC4=O,Asp
CHEMBL429642,CCc1nc(N)nc(N)c1c2ccc3OC(C)(C(=O)N(CCCC#N)c3c2)c4cc(F)cc(F)c4,Asp
CHEMBL507571,CCCN(CCC)C(=O)c1cc(C)cc(c1)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]3NCCN(CC4CC4)C3=O,Asp
CHEMBL425277,OC1OC(=O)C[C@@H]1NC(=O)CN2CCSC[C@H](NC(=O)c3nccc4ccccc34)C2=O,Cys
CHEMBL214226,OC1OC(=O)C[C@@H]1NC(=O)CN2CCSC[C@H](NC(=O)c3cc4ccccc4s3)C2=O,Cys
CHEMBL495809,CCOCCCC[C@](O)([C@@H]1CCCN(C1)C(=O)N[C@H](CN)CC2CCCCC2)c3ccccc3,Asp
CHEMBL451603,COc1cccc(CN(C2CC2)C(=O)C3=C(CC4CNCC3N4)c5ccc(CN(C)Cc6c(F)ccc(F)c6Cl)cc5)c1C,Asp
CHEMBL453778,CC(=O)N1C[C@H]2CC(=C([C@@H](C1)N2)C(=O)N(Cc3cccc(Cl)c3Cl)C4CC4)c5ccc(OCCOc6ccc(Cl)cc6)cc5,Asp
CHEMBL443469,COc1ccccc1COCCCOc2ccc(cc2)C3=C([C@H]4CN(C[C@@H](C3)N4)C(=O)C)C(=O)N(Cc5ccccc5Cl)C6CC6,Asp
CHEMBL2152901,C[C@]1(Cn2cc(nc2C(=N1)N)C(F)(F)F)c3cc(NC(=O)c4ccn(n4)C(F)F)ccc3F,Asp
CHEMBL3422243,C[C@H]1SC(=N[C@]2(CO[C@H](C[C@@H]12)c3cnn(C)c3)c4ccc(F)cc4F)N,Asp
CHEMBL1795907,COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)c5cc(Cl)ccc45)cc(OCCOC)c1,Asp
CHEMBL1796064,COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)cc(c1)c5ccccc5,Asp
CHEMBL1824898,C[C@H]1CN(CCN1)C(=O)c2c(Oc3c(C)ccc(F)c3C)n(C4CCCCC4)c5cc(O)ncc25,Asp
CHEMBL2070940,CCc1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,Cys
CHEMBL2070944,Cc1sc(nc1C(F)(F)F)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,Cys
CHEMBL2069324,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc(cs4)c5ccccc5,Cys
CHEMBL2024248,CNC[C@H](C[C@H]1CCCOC1)NC(=O)N2CCC[C@H](C2)[C@@H](OCCNC(=O)OC)c3cccc(Cl)c3,Asp
CHEMBL362837,COCCNS(=O)(=O)c1ccc2nc(C)c3C(=O)N(C(=O)c3c2c1)c4c(C)nn(C)c4C,Cys
CHEMBL209998,CC[C@H](N)C(=O)N[C@@H](Cc1ccc(Cl)cc1)C#N,Cys
CHEMBL2347210,C[C@@]1(N=C(N)OCC1(F)F)c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F,Asp
CHEMBL2347196,C[C@@]1(N=C(N)OCC1(F)F)c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)ccc2F,Asp
CHEMBL1270026,CCCc1cccc(c1)[C@]2(N=C(N)N(C)C2=O)c3ccc(OC(F)F)cc3,Asp
CHEMBL443161,CN1CCC(CC1)Oc2ccc(NC(=O)c3cnc(nc3NCC4CCC5(CC4)CC5)C#N)c(c2)c6ccccc6,Cys
CHEMBL2348860,CCCCN1C(=O)C(=O)c2cc(ccc12)S(=O)(=O)N3CCC[C@H]3COCC(F)(F)F,Cys
CHEMBL515025,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC4CCN(C)CC4)C#N,Cys
CHEMBL23060,NCCC1CN(CCO1)C(=O)C[C@H](O)C(CC2CCCCC2)NC(=O)C(CC#CC\N=C(\N)/N[N+](=O)[O-])NC(=O)C(Cc3cccc4ccccc34)Cc5cccc6ccccc56,Asp
CHEMBL3649374,CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3F)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NC5CC5,Cys
CHEMBL2403766,CN1CC[C@](C)(N=C1N)c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F,Asp
CHEMBL2403770,C[C@]1(COCC(=N1)N)c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F,Asp
CHEMBL2403768,C[C@]1(CCOC(=N1)N)c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F,Asp
CHEMBL1721135,O=C(NCc1ccccc1)N2Sc3ccccc3C2=O,Cys
CHEMBL2391780,COc1ccc(CNC(=O)N2Sc3ccccc3C2=O)cc1,Cys
CHEMBL1080781,N[C@@H](Cc1cccs1)C(=O)N[C@@H](CCc2ccccc2)C#N,Cys
CHEMBL236073,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5ccncc45)c6ccc(Br)cc6,Cys
CHEMBL395039,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)c4c(sc5cc(F)ccc45)C(=O)NCCN)c6ccc(cc6)C(F)(F)F,Cys
CHEMBL236908,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)c4c(sc5cc(F)ccc45)C(=O)O)c6ccc(cc6)C(F)(F)F,Cys
CHEMBL2017102,CC(=O)NCCc1ccccc1c2onc([C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c2Br,Asp
CHEMBL2017104,CC(=O)NCCc1cc(F)ccc1c2onc([C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c2Br,Asp
CHEMBL1085730,CCOC(=O)CNC(=O)C(=O)[C@H](COCc1ccccc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)C(=O)c3cccs3,Cys
CHEMBL3909581,NC1=N[C@]2(OCC[C@H]2CS1)c3cc(NC(=O)c4ncc(Cl)cc4Cl)ccc3F,Asp
CHEMBL3093824,O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CC4(COC4)C3)S(=O)(=O)c5ccccc5,Cys
CHEMBL2387450,CC(C)CNC(=O)C(C)(C)C[C@H](O)[C@@H](N)CN1CC(=O)N(CC1(C)C)c2cc(F)ccc2Cl.OC(=O)\C=C\C(=O)O,Asp
CHEMBL1703497,O=C(Nc1ccccc1)N2Sc3ccccc3C2=O,Cys
CHEMBL2207560,O=C(NC1(CC1)C#N)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3,Cys
CHEMBL1089274,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(c(SCCN7CCCCC7)c6)C(F)(F)F,Cys
CHEMBL2408904,OC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](Cc2cscn2)C(=O)NCc3cn(nn3)c4ccc(Br)cc4,Cys
CHEMBL2408919,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)Nc2ccccc2,Cys
CHEMBL2407489,CCc1ccc2OC3(CCC3)C[C@H](NC[C@@H](O)[C@@H]4Cc5cccc(CCCCN6C=C(C=C(C6=O)c7ccccn7)C(=O)N4)c5)c2c1,Asp
CHEMBL3093946,CC(C)(NC(=O)[C@@H]1C[C@H](C[C@H]1C(=O)N2CCOCC2)S(=O)(=O)c3ccccc3)C#N,Cys
CHEMBL3093944,Clc1ccccc1S(=O)(=O)N2C[C@H]([C@@H](C2)C(=O)N3CCOCC3)C(=O)NCC#N,Cys
CHEMBL2387572,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(CC1(C)C)c2cc(F)ccc2Cl)C(=O)N[C@@H]3C4CC5CC3C[C@@](O)(C5)C4.OC(=O)\C=C\C(=O)O,Asp
CHEMBL2387557,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(CC1(C)C)c2ccccc2Cl)C(=O)Nc3ccc(F)cn3.OC(=O)\C=C\C(=O)O,Asp
CHEMBL2387556,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(CC1(C)C)c2ccccc2Cl)C(=O)Nc3ccc(F)cc3F.OC(=O)\C=C\C(=O)O,Asp
CHEMBL2387553,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(CC1(C)C)c2ccccc2Cl)C(=O)Nc3ccc(C)cc3.OC(=O)\C=C\C(=O)O,Asp
CHEMBL1093952,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCCC6)c5)C(F)(F)F,Cys
CHEMBL2164672,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCCCC2,Cys
CHEMBL1817734,CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)C1=C(F)C(=O)NC(=O)N1)C(=O)N[C@@H](CC2CCCCC2)C(=O)N[C@@H](Cc3ccccc3)[C@@H](O)C(=O)N[C@H](C)c4ccccc4,Asp
CHEMBL446741,COc1cccc(CN(C2CC2)C(=O)C3=C(CC4CNCC3N4)c5ccc(CCN(C)Cc6c(Cl)ccc(Cl)c6Cl)cc5)c1C,Asp
CHEMBL509242,CC(=O)N1C[C@H]2CC(=C([C@@H](C1)N2)C(=O)N(Cc3cccc(Cl)c3Cl)C4CC4)c5ccc(OCCOc6cccc(Cl)c6)cc5,Asp
CHEMBL447651,COc1ccccc1COCCCOc2ccc(cc2)C3=C([C@H]4CN(C[C@@H](C3)N4)C(=O)C)C(=O)N(C)CCc5ccccc5,Asp
CHEMBL348921,CCCCNC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCCC)NC(=O)C(Cc2ccccc2)N3C(=O)c4ccccc4C3=O)C(C)C,Asp
CHEMBL2164675,CN1CCN(CC1)C(=O)[C@@H]2CCCC[C@H]2C(=O)NCC#N,Cys
CHEMBL2387555,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(CC1(C)C)c2ccccc2Cl)C(=O)Nc3ccc(F)c(F)c3.OC(=O)\C=C\C(=O)O,Asp
CHEMBL2387548,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(CC1(C)C)c2ccccc2Cl)C(=O)Nc3cccnc3.OC(=O)\C=C\C(=O)O,Asp
CHEMBL2387448,C[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(CC1(C)C)c2ccccc2Cl)C(=O)NCC(C)(C)C.OC(=O)\C=C\C(=O)O,Asp
CHEMBL2387444,CC(C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(CC1(C)C)c2ccccc2Cl)C(C)C.OC(=O)\C=C\C(=O)O,Asp
CHEMBL3640258,COc1nc(nc(C)c1F)N2C[C@H]3C(=O)N(C)C(=N[C@]3(C2)c4c(F)cccc4F)N,Asp
CHEMBL2204329,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H]2Cc3cn(CC(=O)N4CCC[C@H]4C(=O)N[C@@H](Cc5ccccc5)C(=O)N2)cn3)C(C)C)C(=O)NCc6ccccn6,Asp
CHEMBL2177304,CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(c4)C#CC5CC5,Asp
CHEMBL2407341,CCc1ccc2OC3(CCC3)C[C@H](NC[C@@H](O)[C@H](Cc4cccc(CC=C)c4)NC(=O)C5=CN(CC=C)C(=O)C(=C5)c6ccccn6)c2c1,Asp
CHEMBL441325,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)C(NC(=O)[C@H](Cc2ccccc2)NS(=O)(=O)N3CCOCC3)OCC(F)(F)F,Asp
CHEMBL31621,COC(=O)[C@H](NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)N2CCOCC2)C(=O)N[C@@H](CC3CCCCC3)C(=O)C(F)(F)C(=O)NCCN4CCOCC4,Asp
CHEMBL286147,FC(F)(C(=O)NCCN1CCOCC1)C(=O)[C@H](CC2CCCCC2)NC(=O)[C@H](CC=C)NC(=O)[C@H](Cc3ccccc3)NC(=O)N4CCOCC4,Asp
CHEMBL283683,C(COc1ccc(cc1)[C@H]2CCNC[C@@H]2OCc3ccc4ccccc4c3)OCc5ccccc5,Asp
CHEMBL125553,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C=O,Cys
CHEMBL2177910,Cc1cc(cc(C)n1)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5,Asp
CHEMBL2177309,NC1=NC(c2ccncc2)(c3cccc(c3)c4cncnc4)c5cccc(F)c15,Asp
CHEMBL2048566,COCCOc1ccccc1N2CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)CC2=O.OC(=O)\C=C\C(=O)O,Asp
CHEMBL3649413,CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NC5CCOCC5,Cys
CHEMBL423222,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2ccc(OCc3ccccc3)cc2)C=O,Cys
CHEMBL434278,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C=O,Cys
CHEMBL117082,CCCC[C@H](NC(=O)OC(C)(C)Cc1ccccc1)C=O,Cys
CHEMBL2048057,CC(C)(C)c1ccnc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,Asp
CHEMBL118016,CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C=O,Cys
CHEMBL3404003,COCCCOc1cc(ccc1OC)C(=O)N(C[C@@H]2CNC[C@H]2OC(=O)N(C)Cc3nc4ccccc4s3)C(C)C,Asp
CHEMBL122149,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCNCC3,Cys
CHEMBL163757,CCCC[C@H](NC(=O)OC(CC(C)C)CC(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,Cys
CHEMBL3649372,CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccc(OCC(F)(F)F)cc4C(F)(F)F)C(=O)C(=O)NC5CC5,Cys
CHEMBL267042,CCOC(NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)N2CCOCC2)C(=O)N[C@@H](CC3CCCCC3)[C@@H](O)CC(=O)NCCN4CCOCC4,Asp
CHEMBL3702593,Fc1cc(ccc1C[C@H](NC(=O)C23CCC(CC2)CN3)C#N)c4cnn(CC5CCOCC5)c4,Cys
CHEMBL3674430,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@@H]([C@@H]1O)C(=O)N(C2CC2)c3cc(OCCCOC)c(cn3)C(C)C,Asp
CHEMBL3318957,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@@H]([C@@H]1O)C(=O)N(C2CC2)c3ccc(cn3)C(C)C,Asp
CHEMBL431667,CCN(CC)CC1CCCC(=O)OC[C@H](NC(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC3CCCCC3)[C@@H](O)C(=O)O1,Asp
CHEMBL3680866,C[C@@]1(N=C(N)OC[C@@H]1F)c2cc(NC(=O)c3ccc(cn3)C#CC4CC4)ccc2F,Asp
CHEMBL3680888,C[C@]1(F)COC(=N[C@]1(C)c2cc(NC(=O)c3ncccc3OCC(F)(F)F)ccc2F)N,Asp
CHEMBL3670911,C[C@@]1(N=C(N)COCC1(F)F)c2cc(N[C@H]3CCc4cc(Cl)cnc34)ccc2F,Asp
CHEMBL478013,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC4CCN(CC4)C(C)C)C#N,Cys
CHEMBL478224,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OC4CC(C)(C)NC(C)(C)C4)C#N,Cys
CHEMBL3649401,CCC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NCC(F)(F)F,Cys
CHEMBL1085971,CCOC(=O)CNC(=O)C(=O)[C@H](COCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)c2cccc3c4ccccc4C(=O)c23,Cys
CHEMBL1083318,CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3,Cys
CHEMBL2207572,O=C(N[C@@H](C1CCCC1)c2cn(nn2)C3(CC3)C#N)c4ccsc4,Cys
CHEMBL1270179,Cc1ccccc1Sc2c(C(=O)N3CCNCC3)c4ccccc4n2c5ccccc5,Asp
CHEMBL1761521,COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCCNS(=O)(=O)C)c1,Asp
