Molecule;Canonical Smiles;Standard Type;Standard Value;pChEMBL Value;Molecular Weight;ALogP
CHEMBL258539;Fc1ccc(cc1)[C@@]2(Oc3cc(F)c(cc3O2)C(=O)N4CCOCC4)c5ccc(Cl)cc5Cl;Ki;3.3;8.48;492.31;5.42
CHEMBL409217;Fc1ccc(c(F)c1)C2(Oc3cc(F)c(cc3O2)C(=O)N4CCOCC4)c5ccc(F)cc5F;Ki;7;8.15;477.39;4.53
CHEMBL262858;O=C(N1CCCCC1)c2cc3OC(Oc3cn2)(c4ccccc4)c5ccccc5;Ki;13;7.89;386.45;4.38
CHEMBL410248;Fc1cc2OC(Oc2cc1C(=O)N3CCOCC3)(c4ccccc4)c5ccccc5;EC50;26;7.58;405.43;3.97
CHEMBL1909844;Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3Cl)C(=O)NC4CCCCC4;Ki;7.7;8.11;451.79;5.99
CHEMBL1909848;Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cc4CCCCc4c3)C(=O)NC5CCCCC5;Ki;2.3;8.64;471.43;6.22
CHEMBL1909849;CCc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3)C(=O)NCc4ccc(Cl)c(Cl)c4;Ki;48.7;7.31;508.24;6.77
CHEMBL1909855;Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3cccc3Cl)C(=O)NCc4ccc(Cl)c(Cl)c4;Ki;74.1;7.13;528.65;7.17
CHEMBL15966;Clc1ccc(cc1)n2c(Br)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CC5CCCC5C4;Ki;11;7.96;554.7;6.64
CHEMBL1223588;CCCCCC1=NN(CC1c2ccccc2)C(=O)N[C@H]3C[C@H]4CC[C@]3(C)C4(C)C;Ki;8.3;8.08;395.59;5.95
CHEMBL1223775;CCCCC1=NN(C(=O)N[C@H]2C[C@H]3CC[C@]2(C)C3(C)C)C(C)(C)C1c4ccccc4;Ki;16.1;7.79;409.62;6.34
CHEMBL489251;CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCC(=O)NC2CC2)c1;Ki;19.95;7.7;459.72;7.81
CHEMBL514215;COc1ccc(cc1)c2c(C#N)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;Ki;11;7.96;470.36;4.86
CHEMBL514845;Clc1ccc(c(Cl)c1)n2nc(C(=O)NN3CCCCC3)c(C#N)c2c4ccc(I)cc4;Ki;33;7.48;566.23;5.45
CHEMBL307696;CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)CO;Ki;1.5;8.82;386.58;6.22
CHEMBL490027;CC(C)(O)c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F;IC50;8;8.1;564.55;4.59
CHEMBL493302;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC4CCCC4)s3)C(=O)NN5CCCCC5;EC50;24.5;7.61;527.52;6.89
CHEMBL522165;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC(C)(C)C)s3)C(=O)NN4CCCCC4;EC50;28.9;7.54;515.51;6.74
CHEMBL471366;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4cccc(c4)C#N;Ki;2.72;8.56;387.52;6.2
CHEMBL476404;COc1ccc(cc1)c2c(C#N)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCC4;Ki;2;8.7;456.33;4.47
CHEMBL206859;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C4(CCCC4)C#N;Ki;27.9;7.55;337.46;5.34
CHEMBL2316380;O=C(NCC1CCC1)c2nccnc2NC(=O)c3ccc(Cn4ccnn4)c5ccccc35;EC50;8.1;8.09;441.5;3.05
CHEMBL2296774;[O-][N+](=O)c1cccc2c1CCCc3c(nn(c23)c4ccc(Cl)cc4Cl)C(=O)NN5CCCCC5;Ki;100;7;500.39;5.37
CHEMBL460573;CCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;EC50;51.4;7.29;487.46;6.11
CHEMBL460987;CCCC#Cc1ccc(s1)c2c(CC)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;EC50;16.5;7.78;529.54;7.14
CHEMBL462070;CCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;EC50;28.7;7.54;501.48;6.5
CHEMBL119592;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4ccccc4;Ki;12.3;7.91;362.51;6.33
CHEMBL494300;CCCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4;IC50;2.1;8.68;514.52;7.82
CHEMBL517116;CCc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CCC(C)C)s3)C(=O)NN4CCCCC4;IC50;5.1;8.29;529.54;7
CHEMBL460987;CCCC#Cc1ccc(s1)c2c(CC)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;IC50;8.9;8.05;529.54;7.14
CHEMBL460132;CCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;IC50;7;8.15;515.51;6.89
CHEMBL2316386;C[S+]([O-])Cc1ccc(C(=O)Nc2ccc(OCCOCCO)nc2C(=O)NCC3CCC3)c4ccccc14;EC50;5.1;8.29;539.65;3.28
CHEMBL1760661;COc1ccc(OC(F)(F)F)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)O;Ki;5.495;8.26;461.44;3.97
CHEMBL1760645;CC(C)(CO)CNC(=O)c1cc2cc(ccc2n1Cc3cccc(OC(F)(F)F)c3)C#N;Ki;0.7943;9.1;445.44;4.21
CHEMBL460987;CCCC#Cc1ccc(s1)c2c(CC)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;IC50;1.2;8.92;529.54;7.14
CHEMBL2316109;C[S+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC3CCC3)c4ccccc14;EC50;5.9;8.23;435.55;3.9
CHEMBL394305;CCCCCCC1(CC1)c2cc(O)c([C@@H]3C=C(C)CCC3C(=C)C)c(O)c2;Ki;58.68;7.23;368.56;7.12
CHEMBL381492;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)c4cccc5ccccc45;Ki;11.75;7.93;370.49;6.82
CHEMBL205888;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C4(CCCCC4)C#N;Ki;8.318;8.08;351.49;5.73
CHEMBL206859;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C4(CCCC4)C#N;Ki;28.18;7.55;337.46;5.34
CHEMBL488932;CCC(=O)Oc1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F;IC50;8;8.1;578.53;4.68
CHEMBL520543;OC(c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F)C(F)(F)F;IC50;1.5;8.82;604.49;4.96
CHEMBL491862;CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NCCO)c1;Ki;56;7.25;421.62;5.47
CHEMBL524158;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC4CCCCC4)s3)C(=O)NN5CC6CCCC6C5;IC50;7.8;8.11;567.59;7.52
CHEMBL471988;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4ccc(Cl)cc4;Ki;18.8;7.73;396.96;6.98
CHEMBL205888;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C4(CCCCC4)C#N;Ki;8.26;8.08;351.49;5.73
CHEMBL1081832;CN\C(=N/S(=O)(=O)N1CCC(F)CC1)\C2=NN(C(C2)c3ccccc3)c4ccc(Cl)cc4;Ki;55;7.26;477.99;3.94
CHEMBL3109761;O[C@@H]1CCCC[C@H]1NC(=O)c2cnc(OCC3CC3)c(n2)c4ccc(Cl)cc4;Ki;25.8;7.59;401.89;3.62
CHEMBL481508;CSC(=S)N1CC2(CCCCC2)CO/C/1=N\c3onc(c3)C(C)(C)C;Ki;0.9;9.05;381.57;4.89
CHEMBL411626;CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C;Ki;0.83;9.08;370.58;7.25
CHEMBL334533;CCCCCCC(C)(C)c1cc(O)c2[C@H]3CC(=CC[C@@H]3C(C)(C)Oc2c1)CO;Ki;18.6;7.73;386.58;6.22
CHEMBL512108;Clc1cnccc1c2noc(n2)C3CCN(CC3)c4cnc5ccccc5c4;EC50;96;7.02;391.86;4.72
CHEMBL373626;C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;0.54;9.27;490.95;6.44
CHEMBL2316384;C[S@@+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC3CCOCC3)c4ccccc14;IC50;21;7.68;465.58;3.52
CHEMBL2316389;OCCOCCOc1ccc(NC(=O)c2ccnc3ccccc23)c(n1)C(=O)NCC4CCC4;EC50;14;7.85;464.52;2.8
CHEMBL2316409;O=C(NCC1CCC1)c2ncccc2NC(=O)c3ccc(Cn4ccnc4)c5ccccc35;EC50;40;7.4;439.52;4.26
CHEMBL239840;CCCCCCC(=C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C;Ki;2.188;8.66;354.53;6.99
CHEMBL521084;Fc1ccc(F)c(CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl)c1;EC50;22;7.66;542.2;6.82
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;11.3;7.95;426.52;4.6
CHEMBL2316383;C[S+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC3CCOCC3)c4ccccc14;EC50;87;7.06;465.58;3.52
CHEMBL420173;CCCCCCC(C)(C)c1cc(O)c2c(OC(C)(C)c3ccc(cc23)C(=O)OC)c1;Ki;14;7.85;410.55;6.72
CHEMBL1765820;Cc1c(nn(c2ccccc2Br)c1c3ccc(F)cc3)C(=O)NC4(CCOCC4)C#N;Ki;55;7.26;483.34;4.55
CHEMBL1765683;COc1ccc(cc1)c2c(C)c(nn2c3ccccc3Br)C(=O)NC4(CCOCC4)C#N;Ki;62.2;7.21;495.38;4.42
CHEMBL244403;CCCCCOc1ccc(C(=O)c2cccc3ccccc23)c4ccccc14;Ki;35;7.46;368.48;6.79
CHEMBL2022405;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)Nc4ccc(O)cc4;Ki;4.6;8.34;472.76;6.77
CHEMBL496555;CN1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5;Ki;2.8;8.55;439.35;4.54
CHEMBL246350;C[C@H](NS(=O)(=O)C(F)(F)F)c1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c3c(F)cccc3F;Ki;5.8;8.24;604;4.78
CHEMBL245961;C[C@H](NS(=O)(=O)C(F)(F)F)c1ccc(cc1)S(=O)(=O)c2ccc(O)cc2S(=O)(=O)c3ccccc3F;Ki;1.3;8.89;567.56;3.7
CHEMBL245957;C[C@H](NCC(F)(F)F)c1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c3ccccc3F;Ki;7;8.15;535.97;5.36
CHEMBL201929;Clc1ccc(cc1)n2nc3C(=O)N(C=Nc3c2c4ccccc4Cl)C5CCCCC5;Ki;38;7.42;439.35;6.06
CHEMBL202583;FCCN1C=Nc2c(nn(c3ccccc3Cl)c2c4ccc(Cl)cc4)C1=O;Ki;3;8.52;403.24;4.53
CHEMBL425047;CC(F)(F)CN1C=Nc2c(nn(c3ccccc3Cl)c2c4ccc(Cl)cc4)C1=O;Ki;0.2;9.7;435.26;5.21
CHEMBL379667;Clc1ccc(cc1)c2c3N=CN(Cc4ccccc4)C(=O)c3nn2c5ccccc5Cl;Ki;5;8.3;447.33;5.6
CHEMBL229801;COc1ccccc1c2nc(cn2c3ccc(Cl)cc3)C(=O)NC4CCCCC4;Ki;95;7.02;409.92;5.26
CHEMBL1093735;Cc1ccc(cc1)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl;Ki;0.15;9.82;460.45;6.05
CHEMBL1910035;Cc1ccc(cc1)[C@H](N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl;Ki;0.2;9.7;460.45;6.05
CHEMBL2316392;O=C(Nc1nccnc1C(=O)NCC2CCCCC2)c3cccc4ccccc34;IC50;91;7.04;388.47;4.19
CHEMBL2206860;CCCCCn1c(C)c(C(=O)c2ccc(Cl)c3ccccc23)c4ccccc14;Ki;8.9;8.05;389.93;7.18
CHEMBL368441;Cn1c(nc(c2ccc(Cl)cc2)c1c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4;IC50;46;7.34;462.81;6.78
CHEMBL426241;CNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccccc3)c4ccc(Cl)cc4Cl;IC50;7;8.15;497.81;7.31
CHEMBL2113257;C[C@H](NC(=O)C(C)(C)Oc1cccnc1)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;19;7.72;422.96;5.42
CHEMBL2113250;C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cc1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(F)c3;IC50;2.8;8.55;474.4;6.82
CHEMBL374791;C[C@H](NC(=O)C(C)(C)Oc1ccccn1)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;1.8;8.74;422.96;5.42
CHEMBL219480;C[C@H](NC(=O)C(C)(C)Oc1cc(F)cc(F)c1)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;1.47;8.83;457.95;6.31
CHEMBL1095158;Cc1c[nH]nc1C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5;IC50;0.2;9.7;541.87;7.44
CHEMBL1095476;Cc1[nH]nc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5)c1C;IC50;0.5;9.3;555.89;7.75
CHEMBL1096182;Cc1cc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5;IC50;1;9;541.87;7.44
CHEMBL252536;CCCC(C)(C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C;Ki;10.9;7.96;328.5;6.08
CHEMBL564901;CCCCCn1c(C)c(C(=O)c2ccc(CCC)c3ccccc23)c4ccccc14;Ki;1.3;8.89;397.56;7.48
CHEMBL1223835;CCCCCN1N=C(CC1c2ccccc2F)C(=O)N[C@H]3C[C@H]4CC[C@]3(C)C4(C)C;Ki;6.1;8.21;413.58;5.45
CHEMBL1094521;C[C@H](O)C(=O)NC1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl;IC50;3;8.52;505.83;6.48
CHEMBL1094840;CC1(C)C[C@@H](NC(=O)c2ccccc2N)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl;IC50;1.3;8.89;552.89;7.99
CHEMBL1097841;CC1(C)C[C@@H](NC(=O)c2cn[nH]c2)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl;IC50;0.2;9.7;527.84;7.13
CHEMBL1095553;CC1(C)C[C@@H](NC(=O)c2n[nH]c3ccccc23)c4cc(c5ccc(Cl)cc5)c(nc4O1)c6ccc(Cl)cc6Cl;IC50;0.6;9.22;577.9;8.28
CHEMBL1209573;CCN1CCN(CC1)C(=O)c2cn3[C@@H](COc4cccc2c34)C5CCCCC5;Ki;12.59;7.9;381.52;3.93
CHEMBL369072;Clc1ccc(cc1)n2c(C#N)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;Ki;30;7.52;474.78;5.5
CHEMBL1668508;OC[C@@H]1Cc2cccc(Oc3cccc(OS(=O)(=O)CCCC(F)(F)F)c3)c2C1;Ki;0.46;9.34;430.44;4.24
CHEMBL15478;CN(C1CCCCC1)C(=O)c2nn(c3ccc(Cl)cc3Cl)c(c2C)c4ccc(Cl)cc4;Ki;54;7.27;476.84;7.21
