Canonical Smiles;Standard Type;Standard Value;pChEMBL Value;Molecular Weight;ALogP
FC(F)(F)c1ccc(CC(=O)N2CCN(CC2)S(=O)(=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)cc1;IC50;5;8.3;548.43;4.82
FC(F)(F)c1ccc(CC(=O)N2CCN(CC2)S(=O)(=O)c3cc(Br)cc(c3)C(F)(F)F)cc1;EC50;1;9;559.33;4.56
Clc1cc(Cl)cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)C3CCCCC3;EC50;0.5;9.3;405.35;3.41
CC(C)Oc1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F;IC50;0.3;9.52;564.55;5.15
C[C@@H](O)C(=O)NC1CC2(CCCCC2)Oc3nc(c4ccccc4Cl)c(cc13)c5ccc(Cl)cc5;IC50;0.2;9.7;511.45;6.75
C[C@@H](O)NC(=O)C1CC(C)(C)N(C)c2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4;IC50;29;7.54;518.87;6.53
CC1(C)CC(NC(=O)CCO)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl;IC50;14;7.85;505.83;6.48
CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c3CC(CCc3n2C)C4CCOCC4;EC50;78.9;7.1;425.57;3.31
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4ccccc24)C1(C)C;EC50;4;8.4;339.48;4.93
CC(C)CC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;IC50;1.2;8.92;529.54;7.13
CC(C)(C)n1nc(C(=O)NC(C)(C)c2ccccc2)c3C[C@H]4C[C@H]4c13;EC50;86;7.07;337.47;3.96
CC(C)(NC(=O)c1nn(c2[C@@H]3C[C@@H]3Cc12)c4ccc(Cl)cc4Cl)c5ccccc5;EC50;21.7;7.66;426.35;5.5
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC4CCCC4)s3)C(=O)NN5CC6CCCC6C5;EC50;99.3;7;553.56;7.13
CCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CC5CCCC5C4;EC50;35.5;7.45;513.49;6.35
CCC\C=C\c1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CC5CCCC5C4;EC50;71.4;7.15;529.54;7.41
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC4CC4)s3)C(=O)NN5CC6CCCC6C5;IC50;21;7.68;525.51;6.35
CCCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;IC50;1.7;8.77;529.54;7.28
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)s3)C(=O)NN4CCCCCC4;IC50;40.7;7.39;528.3;6.5
Clc1ccccc1C(N2CCN(CC2)C(=O)NC3CCCCCC3)c4ccc(Br)cc4;IC50;49.4;7.31;504.9;6.24
CCN(CC(=O)NCCF)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4;EC50;9.8;8.01;443.56;3.26
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)NN4CCCCC4;IC50;7.5;8.12;454.36;5.04
Fc1ccc(CNC(=O)c2nn(c3ccccc3Cl)c(c2CC#N)c4ccc(Cl)cc4)cc1;IC50;2.1;8.68;479.34;5.98
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccccc5;IC50;0.26;9.59;549.46;5
CC(C)(C)c1onc(NC(=O)[C@@H]2CCCN2c3ncc(cc3Cl)C(F)(F)F)c1;EC50;7;8.15;416.83;4.65
CC[C@H]1C[C@@H]2CN3CCC4C(Nc5cc([C@H]6C[C@H]7C(C/C/7=C/C)[C@@H](C(Cc8c6[nH]c9ccccc89)NC)C(=O)OC)c(OC)cc45)[C@](C2)([C@H]13)C(=O)OC;IC50;41;7.39;720.96;6.78
CC(C)(C)c1onc(NC(=O)[C@@H]2CCCN2c3ccc(cn3)C(F)(F)F)c1;EC50;53;7.28;382.39;3.99
CC(C)(C)c1onc(NC(=O)[C@]2(C)CCCN2c3ccc(Cl)cc3)c1;EC50;54;7.27;361.87;4.62
CN(CCCC(=O)NCC#N)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4;EC50;70.6;7.15;450.58;3.2
CN(CCCC(=O)NC1COC1)C(=O)c2ccc3c(c2)c4C[C@@H](CCc4n3C)C5CCOCC5;EC50;43.7;7.36;467.61;3.08
CCNC(=O)CC[C@@H](CO)N(C)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4;EC50;78.7;7.1;469.63;3.06
Clc1ccc(cc1)C(c2ccc3nccc(\C=C\c4ccccc4)c3c2)c5nccs5;EC50;55.1;7.26;438.98;7.7
CC(C)CNC(=O)c1ccc2Sc3ccccc3C(=Nc2c1)c4cccc(Cl)c4;IC50;2.512;8.6;420.97;6.36
C[C@H](NC(=O)C(C)(C)Nc1ccccn1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;49;7.31;446.98;5.33
C[C@H](NC(=O)C(C)(C)Nc1nc2ccccc2n1C)[C@@H](Cc3ccc(Cl)cc3)c4cccc(c4)C#N;IC50;97;7.01;500.05;5.82
CC(C)CCNC(=O)c1ccc2Sc3ccccc3C(=Nc2c1)c4ccccn4;IC50;25.12;7.6;401.54;5.49
Fc1ccc(cc1)C2=Nc3cc(ccc3S(=O)(=O)c4ccccc24)C(=O)NCc5cccc(Cl)c5;IC50;19.95;7.7;504.97;5.72
Clc1ccc(cc1)c2oc(nc2c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4;IC50;80;7.1;449.77;7.03
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;0.54;9.27;490.95;6.44
Cc1cc(Br)ccc1CNC(=O)c2nn(c3ccccc3Cl)c(c2Cn4cncn4)c5ccc(Br)cc5;IC50;2.51;8.6;640.77;6.6
Fc1ccc(c(Cl)c1)c2noc(n2)C3CCN(CC3)c4cnc5c(cccc5c4)C(F)(F)F;EC50;15;7.82;476.86;6.48
FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)C5=NNC(=O)O5;IC50;100;7;590.5;3.7
FC(F)(F)c1ccc(CC(=O)N2CCN(CC2)S(=O)(=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)cc1;EC50;1;9;548.43;4.82
CC(C)CC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;1.2;8.92;515.51;6.74
CC(NC(=O)C(C)(C)Oc1cccc(Cl)c1)C(Cc2ccc(Cl)cc2)c3ccccc3;IC50;1.514;8.82;456.41;6.68
CCCCOc1nc(c2ccc(Cl)cc2Cl)c(cc1C(=O)OC)c3ccc(Cl)cc3;IC50;1.9;8.72;464.78;7.34
Fc1ccc(COc2nc(c3ccc(Cl)cc3)c(cc2C#N)c4ccc(Cl)cc4)cc1F;IC50;18;7.75;467.3;7.45
C[C@@H](O)C(=O)NC1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl;IC50;3;8.52;505.83;6.48
CN1C(=O)C(=C(NC(=O)C)c2cc(c3ccc(Cl)cc3)c(nc12)c4ccc(Cl)cc4Cl)C(=O)C;IC50;7.5;8.12;514.8;6.39
CC1(C)CC(C(=O)N)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl;IC50;97;7.01;461.78;6.51
Cc1ccc(cc1)c2cc(C#N)c(OCc3ccc(F)c(F)c3)nc2c4ccc(Cl)cc4Cl;IC50;6.31;8.2;481.33;7.76
CC(NC(=O)C(C)(C)Oc1cc(F)cc(F)c1)C(Cc2ccc(Cl)cc2)c3ccccc3;IC50;1.122;8.95;457.95;6.31
NC(=O)CN1CCN(Cc2nc(ns2)c3cn(CC4CCOCC4)c5c(Cl)cccc35)CC1;EC50;63.1;7.2;489.05;2.84
;EC50;83;7.08;;
CCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCOCC5;EC50;49;7.31;473.64;3.25
CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4;EC50;51.4;7.29;425.57;3.31
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;IC50;17;7.77;426.52;4.6
COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4CCN5CCC[C@@H]5C4;EC50;63.1;7.2;395.55;4.15
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)NN4CCCCCC4;IC50;0.52;9.28;468.39;5.43
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)Nc4cnc5ccccc5c4;IC50;19;7.72;498.37;6.71
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)Nc4cccnc4;IC50;57;7.24;448.31;5.56
Cc1onc(CNC(=O)c2nn(c3ccccc3Cl)c(c2CC#N)c4ccc(Cl)cc4)c1;IC50;15;7.82;466.33;5.14
ONC(=N)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)c5ccccc5F;IC50;0.54;9.27;566.46;6.5
OC1(CCN(CC1)C(=O)c2nn(c3ccccc3Cl)c(c2CC#N)c4ccc(Cl)cc4)c5ccc(F)cc5;IC50;3;8.52;549.43;6.18
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)N4CCC(CC4)c5ncccn5;IC50;3.8;8.42;517.42;5.72
ONC(=N)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)c5ncccn5;IC50;21;7.68;550.45;5.15
NC(=N)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)Nc4ccc(F)cc4;IC50;1.5;8.82;482.35;5.72
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)N4Cc5ccc(Br)cc5C4;IC50;0.22;9.66;552.26;6.83
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)NCc4c(Cl)cccc4Cl;IC50;7;8.15;530.24;7.15
FC1(F)CCC(CC1)NC(=S)c2cnc(c3ccc(Cl)cc3)c(n2)c4ccc(Cl)cc4;IC50;4.5;8.35;478.4;6.96
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
CCCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCCC5;EC50;22;7.66;471.67;4.4
;EC50;70.8;7.15;;
CCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCCC5;EC50;11;7.96;457.64;4.01
CC1CCN(CC1)C(=O)c2ccc3c(c2)c4CN(CCc4n3S(=O)(=O)c5ccccc5)C6CCOCC6;EC50;59;7.23;521.68;4.29
CC1CCN(CC1)C(=O)c2ccc3c(c2)c4CN(CCc4n3CC=C)C5CCCC5;EC50;33;7.48;405.59;5
CCCCCn1cc(C(=O)c2cccc3ccccc23)c4ccncc14;EC50;100;7;342.44;5.61
CCCCCOc1ccc(C(=O)c2cccc3ccccc23)c4ccccc14;EC50;73;7.14;368.48;6.79
COCCN(Cc1nc(ns1)c2cn(CC3CCOCC3)c4c(Cl)cccc24)S(=O)(=O)C;EC50;79.43;7.1;499.06;3.65
NC(=N)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NCc4ccc(F)cc4;IC50;0.79;9.1;496.37;5.39
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccccn5;IC50;3.6;8.44;550.45;4.39
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)(C(=O)O)c5ccccn5;IC50;10;8;578.46;4.53
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)c5ncccn5;IC50;1.4;8.85;535.44;4.68
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccccn5;IC50;1.9;8.72;550.45;4.39
Clc1ccc(C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccccc4)c(Cl)c1;IC50;9.2;8.04;446.42;5.74
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccc(F)cc5;IC50;0.19;9.72;567.45;5.14
NC(=N)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)c5ncccn5;IC50;9.7;8.01;534.45;5.13
CCC(CC)NC(=O)c1nn(c2ccccc2Cl)c(c1CC#N)c3ccc(Cl)cc3;IC50;5.8;8.24;441.36;5.83
C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cc1)[C@@H](Cc2ccc(Cl)cc2)c3ccc(Cl)cc3;IC50;48;7.32;490.86;7.34
CCCCCOc1ccc(C(=O)c2cccc3ccccc23)c4ccccc14;IC50;15;7.82;368.48;6.79
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccc(F)cc5;IC50;0.1;10;567.45;5.14
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccccc5;IC50;0.11;9.96;549.46;5
COCc1nc(c2ccc(Cl)cc2)c(nc1C(=S)NC3CCC(F)(F)CC3)c4ccc(Cl)cc4;IC50;2.4;8.62;522.45;7.11
FC1(F)CCC(CC1)NC(=O)c2cnc(c3ccc(Cl)cc3)c(n2)c4ccc(Cl)cc4;IC50;5.3;8.28;462.33;6.43
Fc1ccc(CNC(=O)c2nn(c3ccccc3Cl)c(c2CC#N)c4ccc(Cl)cc4)cc1;IC50;2.1;8.68;479.34;5.98
Fc1ccc(CNC(=O)c2nn(c3ccccc3Cl)c(c2CC#N)c4ccc(Cl)cc4)cc1Br;IC50;0.7;9.15;558.24;6.74
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCOCC4;IC50;1.7;8.77;474.35;2.85
Cc1ccncc1NC(=O)c2nn(c3ccccc3Cl)c(c2CC(=O)N)c4ccc(Cl)cc4;IC50;3;8.52;480.36;4.83
Clc1ccc(cc1)c2cc(C#N)c(nc2c3ccccc3Cl)c4cccnc4;IC50;27;7.57;402.28;6.66
CC(C)(C)C(=O)c1oc2nc(c3ccccc3Cl)c(cc2c1NC(=O)CO)c4ccc(Cl)cc4;IC50;1.2;8.92;497.38;6.63
;EC50;22;7.66;;
;EC50;45;7.35;;
;EC50;7;8.15;;
CN(CCCCCNC(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)c3ccc(Cl)cc3)CCCCCNC(=O)c4nn(c5ccc(Cl)cc5Cl)c(c4C)c6ccc(Cl)cc6;EC50;59.8;7.22;928.62;12.36
FC(F)(F)c1ccccc1C(=O)Nc2sc3COCCc3c2C(=O)N4CCC(F)(F)CC4;EC50;80;7.1;474.45;4.96
;EC50;22;7.66;;
Fc1ccc(C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccccc4)c(Cl)c1;IC50;68;7.17;429.97;5.23
Clc1ccc2[nH]c(cc2c1)C(=O)NCCc3ccc(cc3)N4CCCCC4;EC50;90;7.05;381.91;4.78
COCCN1[C@H](C)CN(C[C@@H]1C)C(=O)c2cn3[C@@H](COc4cccc2c34)C5CCCCC5;EC50;5.012;8.3;439.6;4.34
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2)c3\C(=C\c4ccc(F)cc4)\CN(Cc13)C(=O)CNS(=O)(=O)C)c5ccccn5;EC50;30;7.52;623.11;3.98
COc1ccc(C)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO;IC50;0.7586;9.12;405.5;3.63
Cc1cc(n[nH]1)C(=O)N[C@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5;IC50;7.65;8.12;541.87;7.44
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NCCCNCCCNC(=O)c4nn(c5ccc(Cl)cc5Cl)c(c4C)c6ccc(Cl)cc6;EC50;84.2;7.08;858.48;10.46
C[C@H](NC(=O)C(C)(C)Nc1ccon1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;47.7;7.32;436.94;4.92
OCCNC(=O)C1CCN(Cc2nc(ns2)c3cn(CC4CCOCC4)c5c(Cl)cccc35)CC1;EC50;79.43;7.1;518.08;3.56
COc1cccc2c(cn(CC3CCOCC3)c12)c4nsc(CN5CCN(CC(=O)N)CC5)n4;EC50;79.43;7.1;484.63;2.2
C[C@H](O)C(=O)NC1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl;IC50;78;7.11;505.83;6.48
C[C@H](NC(=O)C(C)(C)Nc1ccncn1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;49.2;7.31;447.97;4.72
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)s3)C(=O)NN4CCCCCC4;EC50;64.9;7.19;528.3;6.5
CC1CCN(CC1)C(=O)c2ccc3c(c2)c4CN(CCc4n3C)C5CCCC5;EC50;77;7.11;379.55;4.35
CN1C(=NC(=S)C1(C)C)c2nn(c3ccc(Cl)cc3Cl)c(c2C)c4ccc(Cl)cc4;IC50;6.3;8.2;477.85;6.61
CCc1c(nn(c1c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl)C4=NC(=S)C(C)(C)N4C;IC50;12;7.92;491.88;6.86
CC(C)CC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;2.3;8.64;515.51;6.74
CCCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;EC50;7.9;8.1;515.51;6.89
FC(F)(F)c1ccc(cc1)c2ncc(nc2c3ccncc3Cl)N4CCS(=O)(=O)CC4;IC50;4.2;8.38;468.89;4.11
;EC50;19;7.72;;
Clc1ccc(C(N2CCN(CC2)C(=O)NN3CCCCC3)c4ccccc4)c(Cl)c1;IC50;4.7;8.33;447.41;4.81
OC(CCNC(=O)c1cc2cc(ccc2n1Cc3cccc(OC(F)(F)F)c3)C#N)C(F)(F)F;IC50;8.128;8.09;485.38;4.5
Cc1ccc(cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCCC(C)(C)O)C(F)(F)F;IC50;5.129;8.29;443.47;4.78
Clc1cccc2c(cn(CC3CCOCC3)c12)c4nsc(CN5CCCC5)n4;EC50;19.95;7.7;416.98;4.84
CCCCCc1cc(O)c2C3=C(CC[C@H](C)C3)C(C)(C)Oc2c1;EC50;87.5;7.06;314.47;5.87
Cc1ccncc1NC(=O)c2nn(c3ccccc3Cl)c(c2CC(=O)N)c4ccc(Cl)cc4;IC50;0.55;9.26;480.36;4.83
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccc(F)cn5;IC50;5.5;8.26;568.44;4.53
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)NC4CCCCC4;IC50;1.9;8.72;453.37;5.97
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)N4CCN(CC4)c5ccccc5;IC50;13;7.89;516.43;5.87
Fc1ccc(cc1)C2CCN(C2)C(=O)c3nn(c4ccccc4Cl)c(c3CC#N)c5ccc(Cl)cc5;IC50;9.2;8.04;519.41;6.68
;EC50;6;8.22;;
FC(F)(F)c1ccc2CCN(Cc2c1)C(=O)c3nn(c4ccccc4Cl)c(c3CC#N)c5ccc(Cl)cc5;IC50;2.1;8.68;555.39;7.13
Fc1ccc2CN(Cc2c1)C(=O)c3nn(c4ccccc4Cl)c(c3CC#N)c5ccc(Cl)cc5;IC50;5.7;8.24;491.35;6.21
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NCC4CCN(CC4)C#N;IC50;0.66;9.18;511.41;3.8
C[C@H](NC(=O)C(C)(C)Oc1ccncc1)[C@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;17;7.77;422.96;5.42
O=C(NN1CCCCC1)c2ccc3Sc4ccccc4C(=Nc3c2)C5CCCCC5;IC50;25.12;7.6;419.59;5.98
CCCCNC(=O)c1ccc2Sc3ccccc3C(=Nc2c1)c4ccc(Cl)cc4;IC50;7.943;8.1;420.97;6.5
[O-][S+]1c2ccc(cc2N=C(c3ccc(F)cc3)c4ccccc14)C(=O)NCc5cccc(Cl)c5;IC50;63.1;7.2;488.97;6.06
Fc1ccc(cc1)C2=Nc3cc(ccc3Sc4ccccc24)C(=O)NCc5cccc(Cl)c5;IC50;10;8;472.97;7.04
O=C(NN1CCCCC1)c2ccc3Cc4ccccc4C(=Nc3c2)C5CCCCC5;IC50;50.12;7.3;401.55;5.42
Nc1nc(nc2nc(c3ccccc3Cl)c(cc12)c4ccc(Cl)cc4)c5ccc(Cl)cc5;IC50;16;7.8;477.78;7.57
CC(C)Nc1nc(nc2nc(c3ccccc3Cl)c(cc12)c4ccc(Cl)cc4)C(C)(C)C;IC50;4.1;8.39;465.43;7.78
CC(C)c1nc(OCc2nocn2)c3cc(c4ccc(Cl)cc4)c(nc3n1)c5ccccc5Cl;IC50;1.1;8.96;492.37;6.75
CC(C)(C)C1=Nc2nc(c3ccccc3Cl)c(cc2C4=NNC(=O)N14)c5ccc(Cl)cc5;IC50;1.9;8.72;464.36;5.9
Clc1cc(Cl)cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)Cc3ccccn3;EC50;40;7.4;414.31;2.46
Fc1cccc(CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl)c1;EC50;35.1;7.46;524.21;6.68
COc1ccc(CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl)cc1;EC50;56.2;7.25;536.25;6.55
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccc(F)cc5;IC50;2.6;8.59;567.45;5.14
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NCC4CCN(CC4)C#N;IC50;0.34;9.47;511.41;3.8
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;0.82;9.09;472.38;4
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCOCC4;IC50;7;8.15;474.35;2.85
NC(=N)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCOCC4;IC50;26;7.58;473.36;3.3
ONC(=N)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCOCC4;IC50;51;7.29;489.36;3.32
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)Nc4cccnc4Cl;IC50;18;7.75;482.76;6.21
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)s3)C(=O)NN4CCCCC4;IC50;35.8;7.45;514.28;6.11
Cc1ccc(cc1)C(N2CCN(CC2)C(=O)NN3CCCCC3)c4ccc(Cl)cc4Cl;IC50;15;7.82;461.44;5.12
Clc1cccc(Cl)c1C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccccc4;IC50;55;7.26;446.42;5.74
Clc1ccc(cc1)c2ncc(nc2c3ccc(Cl)cc3)C(=O)NC4CCCCC4;IC50;16.6;7.78;426.35;6.18
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)(C(=O)O)c5ccccn5;IC50;16;7.8;578.46;4.53
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCN(CC4)C(=O)C5CC5;IC50;1.2;8.92;540.45;4
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCN(CC4)c5ccc(cn5)C#N;IC50;1.4;8.85;560.45;4.1
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccc(F)cn5;IC50;2.1;8.68;568.44;4.53
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;3.2;8.49;463.8;5.94
CC(C)(C)C1=Nc2nc(c3ccc(Cl)cc3Cl)c(cc2C(=O)N1)c4ccc(Cl)cc4;IC50;6;8.22;458.78;6.91
CN(C)C(=O)Nc1c(oc2nc(c3ccccc3Cl)c(cc12)c4ccc(Cl)cc4)C(=O)C(C)(C)C;IC50;0.39;9.41;510.42;7.79
CC(C)(O)C(=O)c1oc2nc(c3ccccc3Cl)c(cc2c1NC(=O)CO)c4ccc(Cl)cc4;IC50;4.3;8.37;499.35;5.35
Clc1ccc(c(Cl)c1)c2nn(CC(=O)NCc3ccccc3Cl)nc2c4ccc(Cl)cc4Cl;IC50;48.9;7.31;540.67;7.2
Clc1ccc(cc1)c2ncc(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;14;7.85;461.78;5.9
COc1ccc(Cl)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC4(CO)CCC4;IC50;2.57;8.59;437.93;4.12
Cc1ccc(cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO)C(F)(F)F;IC50;0.5129;9.29;443.47;4.64
Clc1cc(Cl)cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)Cc3ccc(cc3)C#N;EC50;0.5;9.3;438.34;2.94
COc1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F;IC50;0.5;9.3;536.49;4.37
FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)c5nocn5;IC50;0.3;9.52;574.5;4.41
FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)c5nnc[nH]5;IC50;0.2;9.7;573.52;4.15
