Canonical Smiles;Standard Type;Standard Value;pChEMBL Value;Molecular Weight;ALogP
CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2C[C@@H](C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;17;7.77;487.41;4.76
COc1ccc(F)c(c1)c2c[nH]c(n2)c3cccc(CN4CCC(F)CC4)c3;EC50;87;7.06;383.44;4.83
C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cn1)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;1.3;8.89;457.4;6.08
C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cc1)[C@@H](Cc2ccc(cc2)C(F)(F)F)c3ccccc3;IC50;3.4;8.47;489.97;7.05
CC(C)(NC(=O)c1nn(CCC2CCOCC2)c3[C@@H]4C[C@@H]4Cc13)c5ccccc5;EC50;4.4;8.36;393.53;4.02
FC1(F)CCN(CC1)C2=Nc3cc(ccc3Sc4ccccc24)C(=O)NCc5cccc(Cl)c5;IC50;39.81;7.4;498;6.54
CCCCNC(=O)c1ccc2Sc3ccccc3C(=Nc2c1)c4ccc(Cl)c(Cl)c4;IC50;6.31;8.2;455.41;7.16
O=C(NN1CCCCC1)c2ccc3Oc4ccccc4C(=Nc3c2)C5CCCCC5;IC50;79.43;7.1;403.53;5.62
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;3;8.52;463.8;5.94
Brc1ccc(cc1)c2ncc(nc2c3ccc(Br)cc3)C(=O)NC4CCCCC4;IC50;11;7.96;515.25;6.4
COCc1ccc(C(=O)Nc2cccnc2C(=O)NCC3CCC3)c4ccccc14;EC50;5.9;8.23;403.48;4.16
CC(=O)c1oc2nc(c3ccc(Cl)cc3Cl)c(cc2c1N)c4ccc(Cl)cc4;IC50;56;7.25;431.71;6.91
CCC(=O)c1oc2nc(c3ccccc3Cl)c(cc2c1N)c4ccc(Cl)cc4;IC50;13;7.89;411.29;6.64
CNCC(=O)Nc1c(oc2nc(c3ccccc3Cl)c(cc12)c4ccc(Cl)cc4)C(=O)C(C)(C)C;IC50;1.2;8.92;510.42;6.86
C[S@@+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC3CCOCC3)c4ccccc14;EC50;31;7.51;465.58;3.52
O=C(NCC1CCOCC1)c2ncccc2NC(=O)c3ccc(Cn4ccnn4)c5ccccc35;EC50;8;8.1;470.53;3.28
COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c4ccccc24)c(n1)C(=O)NCC5CCOCC5;EC50;2.9;8.54;500.56;3.29
CC(C)C(=O)NC1CCN(CC1)c2cnc(c3ccc(cc3)C(F)(F)F)c(n2)c4ccncc4Cl;IC50;0.54;9.27;503.96;5.62
CCCCCc1cc(OC)c2C=C(Cc3ccccc3OC)C(=O)Oc2c1;EC50;56;7.25;366.46;5.13
Fc1ccccc1CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl;EC50;23.5;7.63;524.21;6.68
OC1(Cc2ccccc2)CCN(CC1)C(=O)c3nn(c4ccccc4Cl)c(c3CC#N)c5ccc(Cl)cc5;IC50;3.4;8.47;545.47;6.12
Fc1ccc(cc1)C2CCCN2C(=O)c3nn(c4ccccc4Cl)c(c3CC#N)c5ccc(Cl)cc5;IC50;27;7.57;519.41;7.03
CC(C)(C)C1=Nc2nc(c3ccccc3Cl)c(cc2C4=NNC(=O)N14)c5ccc(cc5)C(F)(F)F;IC50;1.1;8.96;497.91;6.27
CC(=O)c1ccc(cc1)c2cc3C4=NNC(=O)N4C(=Nc3nc2c5ccccc5Cl)C(C)(C)C;IC50;10;8;471.95;5.45
CC(C)(C)C1=Nc2nc(c(cc2C3=NNC(=O)N13)c4cnccc4C#N)c5ccccc5Cl;IC50;100;7;455.91;4.52
CCCCOc1nc(c2ccc(Cl)cc2Cl)c(cc1C(=O)NC)c3ccc(Cl)cc3;IC50;17;7.77;463.79;6.91
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CCOc4ccccc4)s3)C(=O)NN5CCCCC5;EC50;18.7;7.73;565.53;6.78
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CCCc4ccccc4)s3)C(=O)NN5CCCCC5;EC50;20.4;7.69;563.55;7.33
CCCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4;EC50;43.9;7.36;514.52;7.82
CCc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CCC(C)C)s3)C(=O)NN4CCCCC4;EC50;23;7.64;529.54;7
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC4CCCCC4)s3)C(=O)NN5CCCCC5;IC50;7.3;8.14;541.55;7.28
CCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;1.2;8.92;501.48;6.5
CCCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CC5CCCC5C4;IC50;1.3;8.89;541.55;7.13
Cc1ccccc1n2c3CCN(C4CCCCC4)C(=O)c3c(C)c2c5ccc(cc5)C(F)(F)F;IC50;9.3;8.03;466.55;7.11
CCOCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;12.7;7.9;517.48;5.73
CCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CC5CCCC5C4;EC50;19.2;7.72;527.52;6.74
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC4CCCC4)s3)C(=O)NN5CCCCC5;IC50;7.1;8.15;527.52;6.89
Cc1c(nn(c1c2ccc(C#CC3CC3)s2)c4ccc(Cl)cc4Cl)C(=O)NN5CCCCC5;IC50;60.4;7.22;499.47;6.11
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC(C)(C)C)s3)C(=O)NN4CC5CCCC5C4;IC50;21.7;7.66;541.55;6.99
CCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;65.4;7.18;487.46;6.11
CC(NC(=O)C(C)(C)Oc1ccc(Cl)cc1)C(Cc2ccc(Cl)cc2)c3ccc(Cl)cc3;IC50;20;7.7;490.86;7.34
C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cc1)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;3;8.52;456.41;6.68
C[C@H](NC(=O)C(C)(C)Nc1cc2ccccc2cn1)[C@@H](Cc3ccc(Cl)cc3)c4cccc(c4)C#N;EC50;1.9;8.72;497.04;6.48
Clc1ccc(cc1)c2ccc(nc2c3ccc(Cl)cc3Cl)C(=O)NC4CCCC4;IC50;53;7.28;445.78;7.05
Clc1cccc(CNC(=O)c2ccc3Sc4ccccc4C(=Nc3c2)N5CCCCC5)c1;IC50;7.943;8.1;462.02;6.3
CN(C)c1ccc(cc1)c2cc3C4=NNC(=O)N4C(=Nc3nc2c5ccccc5Cl)C(C)(C)C;IC50;28;7.55;472.98;5.32
CC(C)C1=Nc2nc(c3ccccc3Cl)c(cc2C(=O)N1Cc4nocn4)c5ccc(Cl)cc5;IC50;82;7.09;492.37;5.99
Fc1ccc(F)c(CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl)c1;IC50;22.6;7.65;542.2;6.82
Clc1ccc(c(Cl)c1)c2nn(CC(=O)NCc3ccccc3)nc2c4ccc(Cl)cc4Cl;EC50;87;7.06;506.22;6.54
CN(CC(=O)N)Cc1onc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24;EC50;39.81;7.4;417.9;2.69
Clc1cccc2c(cn(CC3CCCCC3)c12)c4nsc(CN5CCCC5)n4;EC50;15.85;7.8;415.01;5.99
OC[C@H]1CCCN1Cc2nc(ns2)c3cn(CC4CCOCC4)c5c(Cl)cccc35;EC50;15.85;7.8;447;4.2
Fc1cccc(CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl)c1;IC50;25.7;7.59;524.21;6.68
CCCCCC1=NN(CC1c2ccccc2)C(=O)NC(C)(C)c3ccccc3;EC50;3.981;8.4;377.53;5.67
C[C@H](NC(=O)C(C)(C)Oc1ccccc1)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;2.03;8.69;421.97;6.03
O=C(C1CCCCC1)N2CCN(CC2)S(=O)(=O)c3cccc4ccccc34;IC50;95;7.02;386.52;3.25
Clc1ccc(CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl)cc1;EC50;17.8;7.75;540.67;7.2
COc1ccc(\C=C\2/CN(Cc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)N[C@H](C)c5ccccn5)C(=O)CC(=O)O)cc1;EC50;11;7.96;620.49;5.43
C[C@@H](NC(=O)c1nn(c2ccc(Cl)c(Cl)c2)c3\C(=C\c4ccc(Cl)cc4)\CN(Cc13)C(=O)Cn5cncn5)c6ccccn6;EC50;6;8.22;647.95;5.89
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(F)cc4)\CN(Cc13)C(=O)Cn5cnnn5)c6ccccn6;EC50;6;8.22;632.49;4.77
FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)C5CC5;EC50;5.8;8.24;546.53;5.24
CC(C(=O)N1CCN(CC1)S(=O)(=O)c2cc(Cl)cc(Cl)c2)c3ccc(cc3)C(F)(F)F;IC50;20;7.7;495.35;4.65
FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)n5cncn5;IC50;7;8.15;573.52;3.94
O=C(C1CCCCC1)N2CCN(CC2)S(=O)(=O)c3cccc(c3)c4ccccc4;EC50;6;8.22;412.56;3.77
Clc1cc(Cl)cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)C3CC3;EC50;5;8.3;363.27;2.24
Clc1cc(Cl)cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)Cc3ccccc3;EC50;2;8.7;413.33;3.07
FC(F)(F)c1ccc(CC(=O)N2CCN(CC2)S(=O)(=O)c3cc(cc(c3)C(F)(F)F)C4CC4)cc1;EC50;1;9;520.5;4.68
FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)n5nccn5;IC50;0.6;9.22;573.52;3.94
N\C(=N/S(=O)(=O)c1ccc(cc1)C#N)\N2C[C@@H](C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;2.8;8.55;463.95;3.72
Fc1ccc(CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl)cc1;IC50;11.6;7.94;524.21;6.68
FC(F)(F)c1ccc(cc1)C(=O)N2CCN(CC2)S(=O)(=O)c3cc(cc(c3)C(F)(F)F)C4CC4;IC50;47;7.33;506.47;4.75
FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)C5CC5;EC50;8;8.1;546.53;5.24
Clc1cccc(N2CCN(CCCCNC(=O)Oc3ccccc3)CC2)c1Cl;EC50;40;7.4;422.36;4.68
C[C@H](NC(=O)C(C)(C)Nc1cc(on1)C(C)(C)C)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;8.6;8.07;493.05;6.22
CCCCCC1=NN(CC1c2ccccc2)C(=O)NC3C4CC5CC(CC3C5)C4;EC50;25.12;7.6;393.58;5.56
C[C@H](NC(=O)C(C)(C)Nc1cc(C)ccn1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;37.7;7.42;461.01;5.64
CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=O)CC[C@H]3C(C)(C)Oc2c1;EC50;3.981;8.4;372.55;6.26
C[C@H](NC(=O)C(C)(C)Nc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;EC50;3.2;8.49;514.98;6.35
FC(F)(F)c1ccc(COc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4)cc1;IC50;3.4;8.47;533.76;8.85
Cn1c(nc(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;6.1;8.21;463.8;5.85
CCNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccc(F)c(F)c3)c4ccc(Cl)cc4Cl;IC50;1.9;8.72;547.82;7.98
FCCNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccc(F)c(F)c3)c4ccc(Cl)cc4Cl;IC50;1.5;8.82;565.81;7.93
CCCNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1Cl)c3ccc(Cl)cc3Cl;IC50;52;7.28;454.18;7.17
CCCCCCNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1Cl)c3ccc(Cl)cc3Cl;IC50;58;7.24;496.27;8.34
Clc1ccc(cc1)c2ccc(nc2c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4;IC50;95;7.02;459.8;7.44
Cc1ccc(cc1)[C@@H](N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl;IC50;21.5;7.67;460.45;6.05
CC(C)(O)CC(=O)Nc1ccc2ccn(Cc3cccc(n3)c4cccc5OCOc45)c2c1;IC50;3;8.52;443.5;4.58
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)N4CCN(CC4)c5ncccn5;IC50;3.8;8.42;518.41;4.66
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)NCc4ccc(cc4)C#N;IC50;4.2;8.38;486.36;5.71
CN(Cc1ccc(F)cc1)C(=O)c2nn(c3ccccc3Cl)c(c2CC#N)c4ccc(Cl)cc4;IC50;5.6;8.25;493.37;6.32
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)NC4CCCCCC4;IC50;0.49;9.31;467.4;6.36
CC(CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N;IC50;26;7.58;558.49;4.25
COc1ccc(cc1)S(=O)(=O)\N=C(/N[C@@H](C)C(=O)N)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;70;7.16;540.05;3.36
COc1cccc(c1)S(=O)(=O)\N=C(/N[C@@H](C(C)C)C(=O)N)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;4;8.4;568.1;4
C[C@H](NC(=O)[C@H](C)N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4)C(=O)N;IC50;27;7.57;615.54;3.51
Clc1ccc(cc1)c2ncc(nc2c3ccc(Cl)cc3)C(=O)Nc4ccccc4;IC50;80;7.1;420.3;6.37
Clc1ccc(cc1)c2nc(cnc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;10;8;461.78;5.9
CNN(C)C(=O)c1cc(c2ccc(Cl)cc2)c(nc1Oc3ccc(F)c(F)c3)c4ccc(Cl)cc4Cl;IC50;80;7.1;548.8;7.65
CN1c2nc(c(cc2C(CC1(C)C)C(=O)NCO)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl;IC50;76;7.12;504.85;6.14
CCCCCn1c2ccccc2c3cc(ccc13)C(=O)N4CCCCC4;EC50;96.9;7.01;348.49;5.61
Fc1ccc(c(F)c1)C2(Oc3cc(F)c(cc3O2)S(=O)(=O)N4CCOCC4)c5ccc(F)cc5F;EC50;11;7.96;513.44;4.08
Fc1ccccc1C2(Oc3cc(F)c(cc3O2)C(=O)N4CCOCC4)c5ccc(Cl)cc5Cl;EC50;2;8.7;492.31;5.42
Fc1ccc(c(F)c1)C2(Oc3cc(F)c(cc3O2)C(=O)N4CCC(F)(F)CC4)c5ccc(F)cc5F;EC50;2;8.7;511.39;5.93
Fc1ccc(cc1)[C@@]2(Oc3cc(F)c(cc3O2)C(=O)N4CCOCC4)c5ccc(Cl)cc5Cl;EC50;8;8.1;492.31;5.42
Fc1cc2OC(Oc2cc1C(=O)N3CCOCC3)(c4ccccc4)c5ccccc5;EC50;26;7.58;405.43;3.97
CCCCCC1=NN(CC1c2ccccc2)C(=O)N[C@H]3C[C@H]4CC[C@]3(C)C4(C)C;EC50;3.981;8.4;395.59;5.95
CCCCCN1N=C(CC1c2ccccc2)C(=O)N[C@H]3C[C@H]4CC[C@]3(C)C4(C)C;EC50;5.012;8.3;395.59;5.31
CC(C)(O)c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F;IC50;8;8.1;564.55;4.59
COC(=O)c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)Cc3ccc(cc3)C(F)(F)F)C(F)(F)F;EC50;1;9;538.47;3.59
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC4CCCC4)s3)C(=O)NN5CCCCC5;EC50;24.5;7.61;527.52;6.89
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC(C)(C)C)s3)C(=O)NN4CCCCC4;EC50;28.9;7.54;515.51;6.74
O=C(NCC1CCC1)c2nccnc2NC(=O)c3ccc(Cn4ccnn4)c5ccccc35;EC50;8.1;8.09;441.5;3.05
Cc1ccc(cc1)[C@H](N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl;IC50;0.9;9.05;460.45;6.05
CCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;EC50;51.4;7.29;487.46;6.11
CCCC#Cc1ccc(s1)c2c(CC)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;EC50;16.5;7.78;529.54;7.14
CCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;EC50;28.7;7.54;501.48;6.5
CCCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4;IC50;2.1;8.68;514.52;7.82
CCc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CCC(C)C)s3)C(=O)NN4CCCCC4;IC50;5.1;8.29;529.54;7
CCCC#Cc1ccc(s1)c2c(CC)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;IC50;8.9;8.05;529.54;7.14
CCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;IC50;7;8.15;515.51;6.89
C[S+]([O-])Cc1ccc(C(=O)Nc2ccc(OCCOCCO)nc2C(=O)NCC3CCC3)c4ccccc14;EC50;5.1;8.29;539.65;3.28
CCCC#Cc1ccc(s1)c2c(CC)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;IC50;1.2;8.92;529.54;7.14
C[S+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC3CCC3)c4ccccc14;EC50;5.9;8.23;435.55;3.9
CCC(=O)Oc1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F;IC50;8;8.1;578.53;4.68
FC(F)(F)c1cccc(CC(=O)N2CCN(CC2)S(=O)(=O)c3cc(Cl)cc(Cl)c3)c1;EC50;4.6;8.34;481.32;4.09
CC(C)(C(=O)N1CCN(CC1)S(=O)(=O)c2cc(Cl)cc(Cl)c2)c3ccccc3;EC50;2.8;8.55;441.38;3.8
FC(F)(F)C1CN(CCN1C(=O)C2CCCCC2)S(=O)(=O)c3cccc4ccccc34;EC50;2.5;8.6;454.51;4.18
OC(c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F)C(F)(F)F;IC50;1.5;8.82;604.49;4.96
COc1cccc2c(cn(CC3CCOCC3)c12)c4nsc(CN5CCC(CC5)C(=O)NCCO)n4;EC50;31.62;7.5;513.66;2.92
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC4CCCCC4)s3)C(=O)NN5CC6CCCC6C5;IC50;7.8;8.11;567.59;7.52
CCN(CC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4C[C@@H](CCc4n3C)C5CCOCC5;EC50;1.9;8.72;437.58;3.45
CN(CC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4C[C@@H](CCc4n3C)C5CCOCC5;EC50;39.9;7.4;423.56;3.06
O[C@@H]1CCCC[C@H]1NC(=O)c2cnc(OCC3CC3)c(c2)c4ccc(Cl)cc4;EC50;3.9;8.41;400.91;4.22
Clc1cnccc1c2noc(n2)C3CCN(CC3)c4cnc5ccccc5c4;EC50;96;7.02;391.86;4.72
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;0.54;9.27;490.95;6.44
C[S@@+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC3CCOCC3)c4ccccc14;IC50;21;7.68;465.58;3.52
OCCOCCOc1ccc(NC(=O)c2ccnc3ccccc23)c(n1)C(=O)NCC4CCC4;EC50;14;7.85;464.52;2.8
O=C(NCC1CCC1)c2ncccc2NC(=O)c3ccc(Cn4ccnc4)c5ccccc35;EC50;40;7.4;439.52;4.26
Fc1ccc(F)c(CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl)c1;EC50;22;7.66;542.2;6.82
CSC(=S)N1CC2(CCCCC2)CS/C/1=N\c3cccc4ccccc34;IC50;10;8;400.64;6.47
C[S+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC3CCOCC3)c4ccccc14;EC50;87;7.06;465.58;3.52
O=C(Nc1nccnc1C(=O)NCC2CCCCC2)c3cccc4ccccc34;IC50;91;7.04;388.47;4.19
C[C@@H]1CN(C)C[C@H](C)N1C(=O)c2cn3[C@@H](COc4cccc2c34)C5CCCCC5;EC50;63.1;7.2;395.55;4.32
Cn1c(nc(c2ccc(Cl)cc2)c1c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4;IC50;46;7.34;462.81;6.78
CNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccccc3)c4ccc(Cl)cc4Cl;IC50;7;8.15;497.81;7.31
C[C@H](NC(=O)C(C)(C)Oc1cccnc1)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;19;7.72;422.96;5.42
C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cc1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(F)c3;IC50;2.8;8.55;474.4;6.82
C[C@H](NC(=O)C(C)(C)Oc1ccccn1)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;1.8;8.74;422.96;5.42
C[C@H](NC(=O)C(C)(C)Oc1cc(F)cc(F)c1)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;1.47;8.83;457.95;6.31
CCN(CC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4C[C@H](CCc4n3C)C5CCOCC5;EC50;24.2;7.62;437.58;3.45
Cc1c[nH]nc1C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5;IC50;0.2;9.7;541.87;7.44
Cc1[nH]nc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5)c1C;IC50;0.5;9.3;555.89;7.75
Cc1cc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5;IC50;1;9;541.87;7.44
CCCCC1=NN(C(=O)N[C@H]2C[C@H]3CC[C@]2(C)C3(C)C)C(C)(C)C1c4ccccc4;EC50;39.81;7.4;409.62;6.34
C[C@H](O)C(=O)NC1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl;IC50;3;8.52;505.83;6.48
CC1(C)C[C@@H](NC(=O)c2ccccc2N)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl;IC50;1.3;8.89;552.89;7.99
CC1(C)C[C@@H](NC(=O)c2cn[nH]c2)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl;IC50;0.2;9.7;527.84;7.13
CC1(C)C[C@@H](NC(=O)c2n[nH]c3ccccc23)c4cc(c5ccc(Cl)cc5)c(nc4O1)c6ccc(Cl)cc6Cl;IC50;0.6;9.22;577.9;8.28
C[C@@H]1CN(C[C@H](C)N1C)C(=O)c2cn3[C@@H](COc4cccc2c34)C5CCCCC5;EC50;6.31;8.2;395.55;4.32
COc1ccc(cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCCC4(O)CCC4)C(F)(F)F;IC50;1.479;8.83;471.48;4.62
CC(C)(CO)CNC(=O)c1cc2cc(ccc2n1Cc3cc(Cl)cc(Cl)c3)C#N;IC50;5.37;8.27;430.34;4.62
COc1ccc(cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC4(CO)CC4)C(C)(C)C;IC50;1.479;8.83;445.56;4.37
CCCOc1cccc(Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO)c1;IC50;1.549;8.81;419.53;4.1
CS(=O)(=O)NCCCn1c(cc(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)(N5CCC(F)(F)CC5)C(=O)N;IC50;1.4;8.85;731.09;5.91
Cl.CCc1cccc2c(cn(CC3CCOCC3)c12)c4nc(CN5CCCC5)cs4;EC50;79.43;7.1;446.06;5.35
Cl.CCN(CCO)Cc1nc(sc1CC)c2cn(CC3CCOCC3)c4c(Cl)cccc24;EC50;1.995;8.7;498.52;5.22
CCCCCNc1ccc(C(=O)c2cccc3ccccc23)c4ccccc14;IC50;25;7.6;367.49;6.83
CCc1c(nn(c1c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl)C4=NC(=O)C(C)(C)N4C;EC50;9.8;8.01;475.81;6.06
Fc1ccc(COc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4)cc1F;EC50;8;8.1;501.75;8.1
Cn1c(nc(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCCC4;IC50;17;7.77;448.78;6.39
CN1CCN(CC1)C(=O)c2cn3[C@@H](COc4cccc2c34)C5CCCCC5;EC50;100;7;367.49;3.54
Fc1ccc(cc1F)C(=O)Nc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4;IC50;20;7.7;514.75;7.78
Clc1ccc(cc1)c2cc(C#N)c(nc2c3ccc(Cl)cc3Cl)N4CCCCC4;IC50;19;7.72;442.78;7.24
CCn1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCCC5;EC50;63;7.2;393.58;4.83
