idx,smi,syba, SAScore, SCScore, Berzt, Withlock, Barone, SMCM, TWC
ZINC000177429873,CC(NC(=O)N1CCC(C)(O)CC1)c1ccc(OC(F)(F)F)cc1,48.230255,2.808123,3.687845,562,20,440,41.440000,9
ZINC000412742929,CCC(NC(=O)c1ccccc1Cl)C(O)C(C)C,44.002273,2.808116,2.809005,406,14,331,36.321000,7
ZINC000110766993,O=C(CCc1ccc(Cl)cc1)N1CCCC(c2nncn2C2CC2)C1,58.487687,2.808085,4.319983,738,26,518,44.209000,10
ZINC000439835494,COC(=O)c1cccc(NC(=O)C(=O)N2CCCCC(C)C2)c1OC(C)C,70.814218,2.807549,3.729666,701,23,494,40.195000,11
ZINC000373050105,CC1COCCN1C(=O)NCc1cnn(-c2cccc(Cl)c2)c1,65.056136,2.807487,4.163379,688,23,476,36.912000,9
ZINC000174170594,CCCC(CCO)CNC(=O)NCc1cc(F)ccc1Br,70.256794,2.807475,3.418769,451,14,347,36.975000,8
ZINC000447258911,N#Cc1ccc(Cl)c(NC(=O)C(=O)NCC(c2cccc(F)c2)N2CCOCC2)c1,98.440793,2.807225,4.062899,972,31,623,46.876000,12
ZINC000299106088,CC1(C)CC1NC(=O)C(=O)Nc1ccc(OC(F)F)c(Cl)c1,51.114928,2.806963,3.771135,607,22,419,34.832000,9
ZINC000353557594,CC1CCN(c2ccc(CNC(=O)C3CCSC3)cn2)CC1,46.721487,2.806733,4.126989,491,21,428,38.199000,8
ZINC000429236584,CC1CN(c2cccc(F)c2)CCN1Cc1nc(-c2cccs2)no1,51.227353,2.806699,4.765642,835,25,554,38.022000,10
ZINC000483454703,CC(CCc1ccccc1)NC(=O)C(=O)Nc1c2c(nn1-c1ccc(Cl)cc1)CCC2,83.785368,2.806692,4.442270,1076,29,662,50.932000,13
ZINC000524393943,CC1CCCN(S(=O)(=O)c2ccc(CNC(=O)N(CC3CC3)C3CCCCC3)cc2)C1,91.648194,2.806491,4.647948,845,31,569,54.606000,12
ZINC000180086282,Cc1nn(CC(F)(F)F)c(C)c1C(C)NC(=O)Nc1ccc(F)cc1,74.495172,2.805993,4.016203,752,21,485,42.973000,10
ZINC000521326507,O=C(NCC(c1ccco1)N1CCCC1)NC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,98.407634,2.805988,4.115378,847,28,599,49.612000,12
ZINC000540829830,O=C(NCCS(=O)(=O)c1ccccc1)N1CCCC1C1CCOCC1,60.252528,2.805956,3.883731,671,27,470,40.915000,10
ZINC000329955075,O=C(N1CCC(Cn2ccnn2)CC1)C1(C2CCCCC2)CCCCC1,30.054693,2.805813,3.719548,564,23,471,46.485000,11
ZINC000475435772,CCc1ccc(-c2nn(-c3ccccc3C)cc2CNCC2CCCN(C(C)=O)C2)cc1,73.387643,2.805719,4.999445,1053,25,656,56.380000,13
ZINC000369239480,C#CCNC(=O)c1ccc(N2CCCC(C(=O)Nc3ccccn3)C2)nc1,79.318923,2.805605,4.574463,829,29,572,47.041000,10
ZINC000427182823,CC(Sc1ncccc1C(=O)Nc1cc(Cl)c(F)c(Cl)c1)C(=O)N1CCCC1,78.765289,2.805444,3.797298,883,27,581,46.460000,11
ZINC000554705786,CC(SCc1csc(-c2ccc(C(N)=O)cc2)n1)c1cccnc1,79.521843,2.805273,3.890380,815,22,530,36.317000,9
ZINC000090043813,CC(CCc1ccc2c(c1)OCO2)NCCc1nc2cc(F)ccc2n1C,63.341475,2.805265,4.578037,953,24,584,45.013000,11
ZINC000417356705,CN(C)C1(CNC(c2ccccc2)c2cccc([N+](=O)[O-])c2)CC1,51.147202,2.805256,3.356321,711,21,488,43.151000,10
ZINC000348369703,COc1ccc(CN2CCCCC(S(C)(=O)=O)C2)c(C)c1OC,48.993304,2.805109,3.699013,642,20,425,33.177000,9
ZINC000496850007,COCC(NC(=O)OC1CCOCC1)C(=O)OC,38.821078,2.804938,2.783573,276,17,281,25.395000,7
ZINC000266133190,CN(CCC1CCCCN1C)C(=O)Cc1ccc(-n2cccn2)cc1,62.439686,2.804716,4.944062,665,21,482,43.235000,10
ZINC000426070660,CCC(CNC(=O)NCc1nc(-c2cccc(F)c2)no1)Oc1ccccc1Cl,91.391121,2.804623,4.765247,966,25,593,45.780000,11
ZINC000189974415,CCC1COCCN1S(=O)(=O)c1ccc(CC(F)(F)F)cc1,43.083020,2.804610,3.528778,598,22,410,37.487000,9
ZINC000525407858,Cc1cccc(C(CC(=O)Nc2nc3ccccc3n2C2CCCC2)NC(N)=O)c1,79.434299,2.804554,4.181793,1068,29,635,50.519000,12
ZINC000466980201,COc1ccc(C(=O)N2CCCC2C(=O)N2CCC(c3nnc4ccccn34)CC2)cc1,75.682489,2.804452,4.565445,1118,34,695,51.043000,13
ZINC000286288405,CC(CC(=O)N1CCOc2cc(O)ccc2C1)NC(=O)C1CCCCC1,52.038547,2.804379,4.386248,655,24,506,45.773000,10
ZINC000446018908,Cc1ccc(-n2nc(-c3nc(Cc4nncn4-c4ccccc4)no3)c3c2CCC3)c(C)c1,62.987882,2.804251,4.999879,1444,32,783,50.934000,14
ZINC000363083407,COCCn1nc(C(=O)N2CCCC(C(=O)N3CCN(C)CC3)C2)ccc1=O,68.660349,2.804121,3.957420,756,29,521,44.761000,11
ZINC000338900916,CC1CCC(N2CCN(c3ccccc3[N+](=O)[O-])CC2)C1,24.058508,2.803873,3.072490,511,23,442,43.006000,8
ZINC000283561297,COc1ccc(CCNC(=O)C(=O)N2CCn3cccc3C2C)cc1,56.279417,2.803806,4.326962,751,24,509,38.875000,10
ZINC000434758720,CCOC(=O)C1CCN(C(=O)C(=O)Nc2cc(C#N)cn2C(C)(C)C)CC1,71.924064,2.803619,3.181424,761,26,483,39.980000,11
ZINC000078055200,CC(c1ccc(Cl)cc1)N(C)C(=O)c1cc2c([nH]c1=O)CCCCC2,64.659097,2.803582,3.413599,826,23,539,45.762000,10
ZINC000357499452,CC(Oc1ccc(Cl)c2ccccc12)C(=O)N1CCCC(O)C1,51.353432,2.803443,3.393444,718,23,505,42.310000,9
ZINC000067172146,N#Cc1ccc(Cc2nc[nH]n2)cc1,36.764829,2.803424,2.728155,435,16,330,18.658000,5
ZINC000499262112,CC(C)Cn1ncc(NS(=O)(=O)c2c[nH]c3ncccc23)c1C(C)C,68.213043,2.803194,4.435117,985,24,507,38.197000,10
ZINC000441803092,CS(=O)(=O)N1CCCC(NC(=O)C(=O)Nc2ccc(CC(F)(F)F)cc2)C1,72.138062,2.803182,4.271804,794,29,500,41.760000,10
,Cc1cc(NCC(CO)Cc2ccccc2)ncc1[N+](=O)[O-],64.618001,2.803104,3.021466,631,18,443,41.435000,8
ZINC000354483740,O=C(c1ccc2cc[nH]c2n1)N1CCC(c2ccccc2F)C1,43.349627,2.803029,4.103914,873,25,551,39.091000,9
ZINC000413899821,COC(=O)C1CN(C)CCN(C(=O)c2ccc(-n3cccc3)c(F)c2)C1,56.679896,2.803009,3.811788,791,25,530,42.845000,10
ZINC000224325032,CCC(C(=O)NC1CCCC1)N(Cc1ccccc1Cl)C(=O)Cc1cc(C)cc(C)c1,92.139191,2.802973,3.495274,901,23,590,53.668000,12
ZINC000488356148,CCOc1ccc(C(=O)CCC(=O)NC(C)(C(N)=O)c2cccc(C(F)(F)F)c2)cc1,91.067311,2.802945,3.612924,957,25,590,54.025000,12
ZINC000276573235,COc1cncc(C(=O)NCC(C)Sc2ccccc2)n1,72.313067,2.802907,2.897509,592,18,425,34.235000,8
ZINC000181206139,Cc1cnc(C(C)NS(=O)(=O)c2ccc(C)c(C(=O)O)c2)s1,59.108492,2.802820,3.752145,812,24,458,34.906000,9
ZINC000481326684,CC(NCc1cccc(OCCN(C)C)c1)c1cc2c(s1)CCCC2,76.971105,2.802635,4.607015,656,18,482,43.118000,10
ZINC000273766339,O=C(CCc1nc(CCC2CCCCO2)no1)c1cccc(F)c1,74.091088,2.802622,3.455999,680,22,485,40.315000,9
ZINC000074856751,CC(NS(=O)(=O)c1ccc2c(c1)CC(=O)N2C)c1cccs1,54.163082,2.802204,4.138078,813,27,485,35.622000,9
ZINC000378204810,CC(Oc1cccc(C(C)C)c1)C(=O)N1CCCCC(CO)C1,70.277638,2.801799,3.610247,515,18,427,42.238000,9
ZINC000270520298,Cc1nc2ccnn2c(C)c1C(=O)NCCCn1nc2n(c1=O)CCCC2,70.389116,2.801755,4.347574,1059,29,570,44.602000,11
ZINC000521004568,CCCCN(CCOC)C(=O)C1CC(=O)N(CC(C)C)C1,54.522237,2.801711,3.855846,336,15,302,34.581000,8
ZINC000070635514,COc1cc(C)c(C)cc1S(=O)(=O)N1CCOC(c2ccc(C(F)(F)F)cc2)C1,59.820208,2.801124,3.805084,988,27,590,49.286000,12
ZINC000268545189,COC(CNC(=O)N1CCN(CCC(=O)N(C)C)CC1)c1cccc(Cl)c1,91.144090,2.800988,4.676372,633,22,467,40.903000,10
ZINC000266473761,CCC(C)C(=O)N1CCCC(C(=O)Nc2ccc(O)cc2C)C1,61.762779,2.800802,4.171703,585,21,448,41.976000,9
ZINC000374322099,CC(C(=O)Nc1ccc(C(N)=O)cc1)N1CC=C(c2cncc(F)c2)CC1,55.689386,2.800625,4.397316,879,27,575,47.507000,10
ZINC000550041516,CC(NC(=O)C(=O)NCC(c1ccccc1Cl)N1CCCC1)c1ccccc1,84.993044,2.800608,3.091791,806,26,568,47.531000,11
ZINC000267333256,Cn1c(CN2CCC2c2ccc(Cl)cc2)nnc1C1CC1,30.162563,2.800458,4.127436,644,23,458,35.537000,9
ZINC000505880027,COc1ccc(C)cc1NC(=O)CNC(c1ccccc1C(F)(F)F)C(F)(F)F,83.346255,2.800034,3.223867,864,22,551,50.877000,12
ZINC000186298513,CC(C)c1nc(C(C)NCc2ccc(Cn3cnc4ccccc43)cc2)cs1,84.806387,2.799803,3.959170,1045,23,608,41.999000,11
ZINC000295342842,Cc1nnsc1CNC(=O)C1(c2cccc(Cl)c2)CC(C)C1,43.594413,2.799468,3.504707,694,20,447,37.785000,9
ZINC000491346529,CCOc1cc(C(=O)N(C)C)ccc1NC(=O)C(=O)NCCCN1CCCC(C(N)=O)C1,99.181629,2.799415,4.996622,842,28,560,48.659000,12
ZINC000330144757,Cn1ncc(C(=O)N2CCN(C3CC3)c3ccc(Cl)cc32)c1C#N,31.402538,2.799374,4.096891,864,29,537,41.407000,10
ZINC000182574583,C=CCN(CC(F)(F)F)C(=O)COC(C)(C)C,35.177118,2.799325,2.192727,268,10,219,27.028000,6
ZINC000502097393,CN1CCCCC1CCC(=O)NCCNS(=O)(=O)c1cccs1,67.244844,2.799297,4.836779,587,24,398,38.483000,9
ZINC000124693753,CC(O)c1cn(CC(=O)N2CCCC2)nn1,41.972716,2.799264,2.805891,368,18,308,27.532000,6
ZINC000479927823,Cn1cccc1C1CCCN1C(=O)CCCOc1ccc2c(c1)CCCC2,67.704050,2.798944,4.604651,795,24,548,49.340000,11
ZINC000550802813,O=C(CCc1cncs1)NC1CCCN(c2ccccc2)C1=O,51.992998,2.798773,4.054415,657,24,479,36.622000,9
ZINC000421379182,Fc1cc(CNC(CC(F)F)c2ccccc2)cc(C(F)(F)F)c1,57.740902,2.798695,3.198351,653,17,461,45.545000,9
ZINC000104318564,N#Cc1ccc(NCC2CCCOC2)c(Br)c1,41.716399,2.798583,3.293485,421,18,356,31.512000,6
ZINC000262115317,O=C(O)CC(NC(=O)c1ccc2c(c1)COC2)c1ccc(OC(F)(F)F)cc1,56.418734,2.798505,3.877049,880,27,581,49.191000,11
ZINC000349067410,CCCN1C(=O)N(CCc2cccc(O)c2)C(=O)C1C,27.121844,2.798500,4.019453,515,19,386,33.833000,8
ZINC000462492607,CCNS(=O)(=O)c1ccc2c(c1)N(S(=O)(=O)C1CCS(=O)(=O)CC1)CC2,48.634986,2.798432,4.327156,1001,35,504,39.704000,11
ZINC000421189733,O=C(NCC(O)C1CC1)C(=O)Nc1ccc2c(c1)C(=O)CCCC2,55.627116,2.798385,3.807124,666,26,485,40.791000,9
ZINC000362752173,CCn1ccnc1C(=O)Nc1cccc(C(C)OC)c1,66.262453,2.798326,3.631705,592,17,398,30.440000,8
ZINC000330896625,Cc1ccc(C(=O)NCC(=O)NC2(C)CCCOC2)cc1C,50.014177,2.798311,3.465985,563,19,422,38.869000,8
ZINC000499746774,CC1(C#N)CCN(C(=O)C(=O)Nc2cccc3cc(Br)cnc23)CC1,51.406397,2.798198,3.746017,882,27,540,38.071000,10
ZINC000368114668,CN1Cc2cc(NC(=O)c3conc3C3CC3)ccc2NC1=O,0.816049,2.798048,4.520756,794,27,513,39.566000,9
ZINC000299311486,CN1CCCC1CNC(=O)C1=NN(c2ccccc2)C(=O)CC1,40.394306,2.797996,4.176959,614,26,470,41.105000,9
ZINC000004105050,CC1CN(C(=O)c2ccccc2C(F)(F)F)CC(C)O1,39.014909,2.797863,2.758636,491,20,409,37.530000,8
ZINC000179243688,CCC(C#N)NC(=O)c1ccccc1CSc1nc2ccccc2[nH]1,79.599032,2.797589,3.732330,895,26,560,39.541000,10
ZINC000361731979,COc1c(O)cccc1CNCC(C)(CO)Cc1ccccc1,44.456160,2.797578,3.125888,615,14,437,40.758000,9
ZINC000474792647,CCc1ccc(C(C)(C)C(=O)N2CCCC3(CC3)C2)cc1,54.473882,2.797549,3.443761,525,16,396,37.394000,9
ZINC000529895189,CCOCC1CN(C(=O)c2cc(C)n(-c3ccc(F)cc3)n2)CCO1,60.951683,2.797417,4.000936,729,23,503,41.222000,10
ZINC000110454939,O=C(NCC1CC1c1ccccc1)c1ccc(Br)cn1,48.914582,2.797301,3.060387,597,22,457,39.911000,8
ZINC000072503504,CC(C)CC(CCO)CNC(=O)Nc1ccccc1OC(F)(F)F,77.847891,2.797203,3.541360,521,16,386,41.583000,9
ZINC000354954460,Cc1cc(CC(=O)NCCSCC(F)(F)F)n[nH]1,62.174417,2.797165,3.569410,391,14,294,28.123000,7
ZINC000527133103,Cc1nc2ccc(C(=O)N3CCC(C4CCCO4)CC3)cc2nc1C,35.434127,2.797135,3.752920,790,25,548,45.440000,10
,COc1cccc(CC2CCCN2C(=O)Nc2ccn(Cc3ccncc3)n2)c1,92.616568,2.797131,3.848003,956,27,611,44.134000,11
ZINC000127604775,CCCN(C)c1ccc(C(=O)N2CCCC(Cn3cncn3)C2)cc1,71.184745,2.796554,4.994232,667,22,485,41.192000,10
ZINC000376470198,COc1cccc(C(O)C(=O)N2CCC(O)(Cc3ccccc3F)CC2)c1,68.912399,2.796473,3.100156,802,22,545,45.400000,11
ZINC000409572323,CCC(C(=O)N1CCC(NC(=O)N(CC)Cc2ccc(OC)cc2OC)CC1)c1ccccc1,109.321585,2.796436,3.547766,942,25,623,53.245000,13
ZINC000132800935,CC(NC(=O)NCc1ccn(C2CCCC2)n1)c1ccc(S(C)(=O)=O)cc1,80.400869,2.796389,4.094277,883,28,527,44.382000,11
ZINC000432791642,O=C(NCC1CCc2ccccc21)Nc1ccc(NS(=O)(=O)Cc2ccccc2)cn1,84.029731,2.796370,4.712415,1148,32,671,51.853000,12
ZINC000282785938,COCCCn1nccc1CNC(C)c1cccc(OC(C)C)c1,83.515126,2.796082,3.929925,610,15,419,39.580000,9
ZINC000053516915,CC(NC(C)c1ccccc1)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,69.212712,2.796024,3.579490,898,26,550,40.656000,9
ZINC000431888766,O=S(=O)(c1cc2c(cc1Cl)OCCO2)N1CCC(OCCCc2ccccc2)C1,71.797122,2.796005,4.168734,951,30,602,46.481000,12
ZINC000429416466,CCC(CC)NCC(CO)Cc1cccc(Br)c1,43.476072,2.795708,2.908520,339,9,287,34.327000,7
ZINC000015015738,COc1cccc(C=C2SC(=Nc3ccc(C)c(Cl)c3)NC2=O)c1OC,56.891546,2.795622,3.319874,924,25,555,38.790000,10
ZINC000412787802,CCN(Cc1occc1C)C(=O)c1cccnc1SCc1c(C)noc1C,87.472943,2.795543,3.990163,912,21,540,40.408000,11
ZINC000340565597,Cc1c(C(=O)N2CCC(c3ccnn3C)CC2)ccn1C(C)C,44.453261,2.795323,4.213084,689,19,438,39.662000,9
ZINC000084674424,Cc1cc(S(=O)(=O)NC2CCCOC2)c(F)cc1F,43.875234,2.795072,3.573121,568,21,383,33.517000,8
ZINC000245950098,CCN1CCN(C2CCN(CC(O)COc3ccccc3)C2)CC1,47.218333,2.794911,4.361332,476,21,445,45.006000,9
ZINC000378377116,Cc1cc(C(=O)N2CC=C(c3cncc(F)c3)CC2)nn1C(C)(C)C,46.506073,2.794723,3.705609,832,22,510,43.085000,10
ZINC000342150124,COC(=O)CCN1CCN(CCOC2CCCCCC2)C(C)C1,42.206999,2.794610,3.758231,343,17,356,38.706000,9
ZINC000291804199,CCCCN(C)CC(C)NC(=O)c1cccc2[nH]ncc12,59.533861,2.793830,4.180301,592,17,401,38.854000,8
ZINC000272602778,CC1(C(=O)NCc2ccccc2CN2CCCC2)CCCOC1,49.679621,2.793789,3.796306,531,20,440,37.054000,9
ZINC000430302407,CCCc1c(C(=O)NC2CCN(C(=O)c3ccccn3)C2)cnn1-c1ccc(C)cc1,86.066894,2.793743,4.807775,1059,29,656,54.009000,12
ZINC000523856316,CCOc1cc(C(=O)N2CCSCC2c2ccc(C)cc2)ccc1OCc1cccnc1,81.510563,2.793274,3.954607,1040,26,674,50.934000,13
ZINC000357543553,COc1ccc(CC(C)Nc2cncc(OCCO)n2)cc1OC,75.557667,2.793201,3.666765,651,17,455,39.219000,9
ZINC000454630957,CCCC(NC(=O)Nc1ccccc1CS(C)(=O)=O)C(C)(C)C,73.689491,2.792691,2.977390,633,18,386,36.261000,9
ZINC000295639527,C#CCOc1ccc(C(=O)N2CCC(OC(=O)N(C)C)C2)cc1,57.273421,2.792614,3.809791,604,24,443,34.713000,9
ZINC000237723164,CC(=O)N1c2ccc(S(=O)(=O)N3CCNCC3)cc2CC1C,30.747878,2.792607,3.828196,695,27,461,38.606000,9
ZINC000552302757,CC(NC(=O)C(C)Oc1cccc(C(C)C)c1)C(=O)NCCN(C)C,80.624203,2.792519,3.903182,572,18,421,42.589000,9
ZINC000413368975,CCOc1cc(C)ccc1CNC(=O)N1CCOC(CF)C1,51.269687,2.792275,3.998789,510,18,401,34.964000,8
ZINC000444972916,Cc1ccccc1CC(C)N(C)C(=O)NCC1CCN(C2CC2)CC1,70.684038,2.792242,4.405482,576,20,446,44.977000,10
ZINC000417927537,O=C(NCCCN1CCNCC1)NC1CCCN(c2ccccc2F)C1=O,49.884321,2.792063,4.434189,650,26,506,47.488000,11
ZINC000462466195,CC(NS(=O)(=O)c1cccc(-c2nnnn2C)c1)c1cccc(C(F)(F)F)c1,83.217892,2.792048,4.455999,1095,29,596,48.900000,11
ZINC000295113417,CC1CN(C(=O)c2ccn(CCc3ccccc3)n2)CCN1S(C)(=O)=O,66.984497,2.792043,4.235550,863,28,518,41.864000,10
ZINC000489647052,COc1ccc(Cn2cc(C(=O)NC3CCCOc4cc(Cl)ccc43)cn2)cc1OC,78.224759,2.791872,4.483642,1082,28,668,49.788000,12
ZINC000489525919,CSCC1CCCN1C(=O)Nc1ccc(C)c(OC(C)C)c1,65.869442,2.791812,3.733793,519,17,395,34.039000,9
ZINC000179304630,Cc1ccc(S(=O)(=O)NC(C)CS(C)(=O)=O)cc1C(F)(F)F,63.792259,2.791802,3.226536,755,24,398,36.694000,9
ZINC000515112816,Cn1ccnc1C(NC(=O)Nc1ncc(Cc2ccccc2)s1)c1ccc(F)cc1,107.683393,2.791260,4.051265,1123,28,662,41.314000,12
ZINC000491111613,CN(Cc1cccc(Cl)c1)C(=O)C1CC1c1cccc(Br)c1,62.856065,2.791233,2.887164,698,22,487,40.548000,9
ZINC000157958734,Cc1ccc(NC(=O)NC2CCOC(c3ccccc3)C2)cc1Cl,55.595391,2.791090,3.564198,705,23,523,42.936000,9
,CN(CCN(C)C(=O)c1cc[nH]c(=O)c1)CC(F)F,44.720000,2.790983,4.213761,476,15,312,31.969000,7
ZINC000335639616,CCC(C)N(C)C(=O)Nc1ccc2c(c1)CCCN2,45.862427,2.790725,3.768782,458,16,368,33.120000,7
ZINC000274163524,CCC(=O)NC(CC(F)(F)F)C(=O)OC,35.648207,2.790323,2.245157,239,13,221,25.343000,6
ZINC000156704828,CCC(CS(=O)(=O)c1ccccc1)NC(=O)c1cc(Cl)ncc1Cl,76.326513,2.790267,3.220875,826,24,485,40.831000,9
ZINC000445598377,CCC(Oc1cccc(C)c1)c1nc(-c2ccc(S(=O)(=O)CC)cc2)no1,74.797990,2.790186,4.433883,1010,25,569,41.393000,11
ZINC000440552980,COC(=O)C1CCCCN1C(=O)c1cccc(NC(=O)C2CC(F)(F)C2)c1,56.302124,2.790094,3.622777,744,28,524,45.624000,11
ZINC000412408168,CC(CS(=O)(=O)c1ccc(Br)cc1)C(=O)NC1CC(O)C1,51.541481,2.789859,2.721792,608,23,395,35.860000,8
ZINC000547573665,CNC(=O)c1ccc(S(=O)(=O)NCC(Cc2cnn(C)c2)C(=O)O)cc1,66.092065,2.789805,4.418544,889,28,503,44.869000,10
ZINC000128836879,CCC(SC)C(=O)N1CCN(c2ccccc2C#N)CC1,43.889193,2.789793,3.204533,528,21,410,34.534000,8
ZINC000362941928,CN1CCC(CC(=O)N(CCc2ccccc2)C2CCOC2)CC1,60.059976,2.789062,4.180670,505,20,437,41.911000,9
ZINC000451334552,CCCC(OC)C(=O)N1CCN(c2ccc([N+](=O)[O-])c(OCC)c2)CC1,55.590289,2.788850,3.158486,629,22,464,43.272000,10
ZINC000473806826,CCOC(=O)CC(C)NC(=O)Nc1cc(-c2nc3cc(F)ccc3n2C)ccc1C,86.449410,2.788482,4.363522,1093,26,617,47.423000,12
ZINC000180164842,CCc1ccnc(C(=O)N2CC3CCCN3Cc3ccccc32)c1,43.617892,2.788346,4.708987,758,24,545,43.073000,10
ZINC000281310591,O=C(Nc1ccccc1)C1CCN(C(=O)CN2CCC3CCCCC32)CC1,52.147066,2.788316,3.960319,654,29,550,49.649000,11
ZINC000368330277,Cc1cc(C(=O)N2CCC(OCc3c(C)noc3C)C2)c2ccccc2n1,76.606253,2.787991,3.979884,976,26,602,46.257000,11
ZINC000479842955,CC(C)c1nc(CS(=O)(=O)Cc2ccc(Cl)cc2-n2cncn2)cs1,80.595526,2.787938,4.330349,965,25,513,32.371000,10
ZINC000511224898,COc1ccccc1C(=O)NC(CCS(C)(=O)=O)C(=O)NCCC1=CCCC1,86.668324,2.787873,3.481672,832,28,500,46.230000,11
ZINC000442079560,CCNC(=O)c1ccc(NC(=O)C(=O)N2CCCCCC2C=Cc2ccccc2)cc1,65.188932,2.787708,4.152269,922,28,614,49.966000,12
ZINC000524326291,CCCC(Cc1ccccc1)NC(=O)c1cc(S(=O)(=O)N(CC)CC)ccc1N1CCOCC1,100.622436,2.787648,4.474395,1033,28,623,57.405000,14
ZINC000458024895,Cc1ccc(-c2nc(CC(=O)NCc3nc(C(C)(C)C)n[nH]3)cs2)o1,81.084923,2.787338,4.456946,871,22,513,32.747000,10
ZINC000554499411,O=C(C1CN(CC(F)(F)F)C1)N1CCn2c(nnc2C2CC2)C1,32.627812,2.787331,4.780943,618,27,447,39.529000,9
ZINC000517189641,CC(NC(=O)CS(=O)(=O)Cc1ccc(-n2cccn2)cc1)c1ccc(Cl)c(Cl)c1,101.760670,2.787207,4.101337,1098,29,605,45.995000,11
ZINC000502206722,CCOC(=O)c1cccc(S(=O)(=O)NCC(c2ccc(C)o2)N2CCOCC2)c1,100.146247,2.786803,2.977690,933,29,560,44.778000,11
ZINC000353721094,COCCOCC(C)NC(=O)C(N)c1ccccc1,52.796295,2.786766,2.930822,370,15,331,32.137000,7
ZINC000488072087,CN(C(=O)c1ccc(NC(=O)C2CC=CCC2)cc1)C1CCOCC1,62.371069,2.786618,3.686682,632,25,491,43.226000,10
ZINC000274525192,CC1CCCN(C(=O)C(=O)NCC2(c3ccc(F)cc3)CC2)C1,50.891956,2.786572,4.412674,595,23,452,40.042000,9
,C=CCn1c(SCc2noc(-c3cccs3)n2)n[nH]c1=O,56.994399,2.786408,3.745271,786,25,450,24.702000,8
ZINC000175024953,CC(C(=O)N1CCC(C(=O)N2CCCCC2)CC1)c1ccc(Cl)s1,63.255294,2.785910,3.803449,589,24,458,39.257000,9
ZINC000301406186,Fc1ccc(-c2ccc(NC(Cn3cncn3)c3ccccc3)nn2)cc1,74.365278,2.785848,3.563943,969,25,623,45.989000,10
ZINC000439028936,Cc1nc2ccc(NC(=O)NC(C)c3ccccc3C)cn2n1,73.503260,2.785807,3.757689,855,22,512,35.860000,9
ZINC000456614451,CCOc1ccccc1C(=O)NCC(=O)N(CC(C)O)CC(F)F,73.575767,2.785747,3.516297,542,18,395,40.999000,9
ZINC000235690079,Cc1nc(C(=O)NC2CCCC(C)CC2)ccc1C(=O)O,33.449374,2.785681,3.588626,542,21,433,43.213000,8
ZINC000418914913,O=C(NCCSc1ccc(Cl)cc1)C(=O)NCCC1CCCNC1,33.130712,2.785543,3.629182,533,21,428,38.657000,9
ZINC000287606910,CCC(NCc1ccc(C)nc1)c1cc(Cl)cc(Cl)c1O,57.600624,2.785521,3.241003,614,15,431,38.345000,8
ZINC000278675927,CCOC1CC(Sc2n[nH]c(-c3ccccn3)n2)C1,34.181220,2.785462,3.449337,524,18,390,26.962000,7
,Cc1cc(C)n(C(C)C(=O)Nc2ccnc3ccncc23)n1,64.924762,2.785432,3.696400,834,22,503,37.907000,9
ZINC000247002919,CCOCC1CCCN(C(C)C(=O)Nc2ccc(Cl)cc2C)C1,70.844708,2.785151,3.884766,535,19,430,41.791000,9
ZINC000270553416,CCCCC(NCCCNC(=O)c1occc1C)C(=O)OC,62.099320,2.785134,3.301576,470,16,347,37.165000,8
ZINC000412084883,CC(C)(C)OC(=O)CCC1CCCN(CC(F)(F)F)C1,48.682994,2.784930,3.266752,323,14,302,37.528000,8
ZINC000338444161,CCc1nc2cc(CNC(C)COC)ccc2n1C1CC1,49.694691,2.784835,4.186559,615,18,410,36.101000,9
ZINC000550181604,O=C(NCC1(c2ccccc2)CC1)C(=O)N1CCCC1Cc1ccc(F)cc1,63.313190,2.784797,4.317388,846,27,578,47.044000,11
ZINC000185544683,Cc1ccc(Cl)c(NC(=O)C(=O)NC(CCO)c2ccco2)c1,77.165547,2.784785,3.102632,685,21,455,34.154000,9
ZINC000371846889,COC1CCCN(c2nnc(-c3ccccn3)s2)CC1,37.614487,2.784488,4.294077,545,20,431,32.141000,8
ZINC000515931874,Cc1ccccc1C1CCCN1C(=O)COc1ccc(N(C)S(=O)(=O)c2cccs2)cc1,87.829285,2.784397,4.567683,1174,32,668,51.278000,13
ZINC000509107556,O=C(CN1CCN(C(=O)c2ccc(Cl)cc2Cl)CC1)NC(=O)NC1CCS(=O)(=O)C1,78.320068,2.784159,3.962993,947,36,584,45.519000,12
ZINC000193595803,CC(C)(C)OC(=O)C(NC(=O)c1ccnc(F)c1F)c1ccccc1,61.706786,2.783956,2.185887,773,21,503,43.191000,10
ZINC000297086345,CN(CC1CCCCO1)C(=O)Nc1cc(F)cc(F)c1F,54.764404,2.783908,3.296209,519,19,404,35.393000,8
ZINC000298845114,O=C(CC1Oc2ccccc2NC1=O)Nc1ccccc1N1CCC(O)CC1,37.338638,2.783852,3.612548,877,29,608,48.638000,11
ZINC000548706403,COc1cccc(C2CCN(C(=O)C3CSc4ccccc43)CC2)c1,45.485205,2.783625,4.001743,767,24,548,41.178000,10
ZINC000264916484,CC(=O)c1ccc(CC(=O)N2CCOC(Cn3cc(C)cn3)C2)cc1,71.400846,2.783620,3.811991,751,24,509,39.984000,10
