idx,smi,syba, SAScore, SCScore, Berzt, Withlock, Barone, SMCM, TWC
ZINC000434059602,CC(C)(c1ccc(C(=O)NCC(O)CN2CCOCC2)cc1)C(F)(F)F,62.335803,2.833249,4.016694,596,20,458,47.440000,10
ZINC000344034551,COC(=O)CC(C)(NCC(=O)NC(C)C)c1cccc(OC)c1,68.032768,2.833230,2.586708,545,16,386,37.666000,9
ZINC000069693122,CCS(=O)(=O)CCNC(=O)N(C)C(C)c1ccc(F)c(F)c1,83.172325,2.833211,3.542921,634,20,383,34.344000,8
ZINC000292704926,CCCNC(=O)c1ccc(NC(=O)N2CC(C)(C)C2c2cccnc2)cc1,47.280218,2.833160,4.451567,802,24,542,46.751000,11
ZINC000486316528,CC(NC(=O)C1CN(C)C(=O)c2ccccc21)c1ccc(-c2ccccc2)cc1,29.309404,2.833120,3.747434,1028,28,673,52.933000,12
ZINC000537691358,CC1CC(NC(=O)c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2)CCO1,58.211723,2.832549,3.945725,819,27,583,49.345000,10
ZINC000443805423,Cc1ccc(C2OCCCC2C(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,53.109773,2.832502,3.073580,755,26,553,45.900000,10
ZINC000408812623,Cc1cc([N+](=O)[O-])ccc1-c1ccc(C=C2S[C](Nc3ccccc3F)NC2=O)o1,54.018533,2.832077,4.264623,1174,31,666,46.862000,12
ZINC000178556556,CC(O)c1ccc(CNC(C)c2ccc(N3CCOCC3)c(F)c2)cc1,56.290201,2.831917,3.882487,712,21,535,47.544000,10
ZINC000337502358,Cn1c(NC(=O)C2CC2(C)C)nc2cc(Cl)ccc21,35.306021,2.831841,3.738391,674,21,422,32.713000,8
ZINC000183941638,COCCC(C)(C)CNC(C)c1ccc(OC)c(COC)c1,67.051390,2.831786,3.392461,445,10,344,35.256000,8
ZINC000522145265,CN1CCC(C(=O)NC(c2ccc(F)cc2)C2CCCC2)C1,53.410056,2.831678,4.554383,510,22,442,43.370000,9
ZINC000358745166,CC(C)(C)n1cc(C#N)c(NC(=O)COCC=Cc2ccccc2)n1,59.204314,2.830936,3.231719,779,22,474,39.390000,10
ZINC000491577463,COc1cc(C=CC(=O)N2CCN(C)CC2C)ccc1OC(F)F,48.166119,2.830843,3.767382,607,21,440,38.434000,9
ZINC000175814584,CCCOC1(CNC(=O)NCc2noc(C)n2)CCCCC1,45.735741,2.830770,3.813353,469,17,363,33.926000,8
ZINC000513452765,O=S(=O)(NC1CCCC1)C1CCCN(S(=O)(=O)c2cccc(Cl)c2)C1,66.175594,2.830424,4.448096,820,31,485,43.580000,10
ZINC000509968744,COC(=O)CC(NC(=O)Nc1cccc(-n2cccn2)c1)c1ccc(OC(F)(F)F)cc1,105.583612,2.830353,3.984864,1053,29,641,50.128000,12
ZINC000476964363,O=C(NC(CO)Cc1ccncc1)c1cc(I)c(F)cc1F,68.608917,2.830171,3.281695,668,19,455,39.985000,9
ZINC000185050368,COC(C)CCC(=O)Nc1ccc2c(c1)CCC(=O)N2CC1CC1,49.115728,2.830142,3.671194,625,23,461,38.726000,10
ZINC000426233617,CC(C)c1ccoc1-c1noc(-c2cnn(CCO)c2-c2ccccc2)n1,36.431723,2.829635,4.316647,1030,23,585,40.199000,11
ZINC000151163651,CSC1CCCCN(C(=O)c2csc(CCc3ccccc3)n2)C1,72.901031,2.829620,3.950092,656,21,482,36.072000,9
ZINC000048344082,C=CCN(C(=O)C(C)Oc1ccccc1)c1nc(C(=O)OCC)cs1,76.521111,2.829571,2.896423,729,23,476,35.853000,10
ZINC000431672635,COc1ccc(C(C#N)N2CCN(C(=O)c3cnc4c(F)cccc4c3)CC2)cc1,77.994561,2.829540,3.423426,1102,31,677,50.753000,12
ZINC000019483244,CC1CN(C(=O)CC2CCNCC2)CCO1,8.992402,2.829474,3.504727,239,16,281,29.052000,6
ZINC000446355982,Cc1nc(CN2CCN(C(=O)Nc3cnn(Cc4nnc5n4CCCC5)c3)CC2)oc1C,90.749755,2.829247,5.000000,1071,33,663,42.429000,13
ZINC000273356134,Cc1cc(CNC(=O)C2(C)CCCOC2)ccc1Cl,42.300215,2.829006,2.936801,467,16,374,33.071000,7
ZINC000190061862,CCC(=O)N1CCCC(C(=O)Nc2nc(-c3ccc(OC)c(F)c3)ns2)C1,71.660034,2.828780,4.639069,841,27,551,41.335000,11
ZINC000535299398,Cc1cc(C(=O)N2CCCCC2C)ccc1NC(=O)c1cccc2c1oc(=O)n2C,74.318982,2.828610,4.524990,1190,31,656,48.048000,12
ZINC000127025747,CC(C)CCC(=O)N1CCCC(Cn2cncn2)C1,55.760503,2.828496,3.923108,388,17,332,31.470000,7
ZINC000452090119,COCC1CCCN(S(=O)(=O)CC2Cc3ccccc3C2)CC1,46.002188,2.828095,3.135197,603,23,443,41.148000,9
ZINC000035733280,CCC(NC(C)C1CC1)c1cccc(Cl)c1,48.194159,2.827912,2.870176,346,14,313,33.602000,6
ZINC000152615035,Cc1ccc(CNc2cnccn2)c(OCC2CCOC2)c1,66.779669,2.827810,4.136080,598,19,458,38.375000,8
ZINC000236600487,CC(C)CC(=O)N1Cc2ccccc2CC1C(=O)NCCN1CCNCC1,48.229154,2.827787,4.064629,655,24,503,47.512000,11
ZINC000128997854,CCCCn1nccc1NC(=O)C1Cc2cc(F)ccc2O1,59.105595,2.827207,4.242093,683,22,464,37.568000,9
ZINC000073062241,CC(c1ccc(F)c(F)c1)N(C)C(=O)NCCN1C(=O)CCC1=O,69.716589,2.827049,3.498445,649,24,458,38.547000,9
ZINC000542875799,O=C(NCc1ccccc1CN1CCCC1CO)C(=O)Nc1ccc2[nH]ccc2c1,83.336538,2.826981,3.823721,1045,29,638,45.466000,12
ZINC000346573110,CC(=O)NC1CCC(N(C)CCC2CCCO2)CC1,40.235780,2.826360,3.516337,281,16,305,36.052000,7
ZINC000432889139,Cc1ccc(C2(C)CCN(C(=O)Nc3ccc(N4CCN(C)CC4)cc3C)C2)cc1,49.427401,2.825986,4.475590,901,25,617,52.699000,12
ZINC000172589956,CC(C)C(=O)Nc1ccc(CNC(=O)NC(C)C(C)CO)cc1,72.232926,2.825942,3.238484,514,18,400,39.982000,9
ZINC000174328719,Cc1nn(C)c(C)c1CNC(=O)NC(c1ccc(Cl)cc1)c1ccsc1,89.389828,2.825782,4.232189,887,23,545,40.994000,10
ZINC000523669879,CCC(C)(C#N)NC(=O)c1cccc(S(=O)(=O)N(C)c2cccc(Cl)c2)c1,91.887072,2.825702,3.308985,1001,28,551,46.060000,11
ZINC000493118681,CCn1ccnc1C(C)NC(=O)C=Cc1cc(Cl)ccc1OC,74.067335,2.825408,3.399287,709,20,449,34.677000,9
ZINC000339011449,CC(NC(=O)c1cccc(Oc2cnccn2)c1)c1nncn1C,86.455542,2.824852,4.153143,833,24,530,38.328000,9
ZINC000425147097,CC(NS(=O)(=O)CCOCC1CC1)c1ccc(F)cc1F,69.462250,2.824703,3.568651,587,21,377,36.517000,8
ZINC000290137379,COc1ccc(O)c(C(C)N(CCO)CCCO)c1,39.798373,2.824583,2.689940,383,11,311,33.660000,7
ZINC000125501654,CCNC(=O)N1CCC(NC(=O)c2cc(C)n(-c3ccc(F)cc3F)n2)C1,70.537783,2.824549,4.447860,867,27,548,47.139000,11
ZINC000182675674,COc1cccc2c1CCN(C(C)C(=O)N(C)C(C)C)C2,49.704022,2.824407,3.590169,513,16,392,35.911000,8
ZINC000347694349,COCC(C)CC(=O)Nc1ccc(OC(F)F)cn1,63.737388,2.824352,3.451404,398,15,326,30.314000,7
ZINC000511948694,Cc1cccc(COc2ccc(CNC(=O)N3CCOC(c4nc(C)cs4)C3)cc2)c1,88.365321,2.824338,4.315273,1018,27,650,46.546000,12
ZINC000122567521,CCC(=O)N1CCC(C(=O)Nc2nc3c(C(F)(F)F)cccc3s2)C1,67.683323,2.824215,4.189560,818,27,518,40.294000,10
ZINC000272103210,COCCCC(C)C(=O)Oc1ccc(-c2nnco2)cc1,50.791749,2.824140,3.524676,551,18,407,30.495000,8
ZINC000021548783,CC1=NN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])C(=O)C1=NNc1cc([N+](=O)[O-])ccc1O,50.151563,2.824012,3.511560,1209,37,684,57.685000,13
ZINC000291964781,COc1ccc(-n2cc(O)c(C(=O)NC(C)CF)n2)cc1,33.641149,2.824004,3.469090,624,19,422,36.615000,8
ZINC000443280194,O=S(=O)(NC(CO)c1c(F)cccc1F)c1c(F)cccc1F,47.416636,2.823964,2.449922,786,23,479,40.995000,9
ZINC000523565289,CC(NC(=O)NCCc1nccn1Cc1ccccc1)c1ncc(-c2ccccc2)o1,98.271989,2.823962,4.586840,1105,27,659,43.763000,12
ZINC000195061370,Fc1ccc(OCc2noc(CNC(c3ccccc3)c3nccs3)n2)cc1,87.052182,2.823912,4.434362,990,26,623,40.201000,11
ZINC000519438927,O=C(CCNc1ccc(C(F)(F)F)cc1[N+](=O)[O-])NC1CCN(Cc2ccccc2)C1=O,83.291701,2.823550,3.860311,998,31,635,54.697000,13
ZINC000502695043,COc1cc(C(C)NC(=O)C(C)Oc2cccc(Cl)c2)ccc1OCc1ccncc1,110.437248,2.823531,3.290181,1013,25,646,50.626000,12
ZINC000090553629,CCC(NC(=O)NCc1cscn1)c1cccc([N+](=O)[O-])c1,85.954531,2.823480,3.198481,645,22,440,33.657000,8
ZINC000536284852,Cc1nc(COc2cccc(C(=O)NC(c3cccc(F)c3)C(C)(C)C)c2)no1,101.237936,2.823288,3.816882,994,23,599,48.180000,11
ZINC000276830626,CSc1ccc(NC(=O)N2CCC(N3CCCC3=O)C2)cc1Cl,48.383363,2.823240,4.212654,625,25,464,36.371000,9
ZINC000471314329,CCS(=O)(=O)c1cccc(S(=O)(=O)N(C2CC2)C(C)c2ccc(Cl)cc2)c1,70.797340,2.823206,3.667856,1029,30,542,43.951000,11
ZINC000420380313,NCc1cn(C2CCCN(CC(=O)NCCOc3ccc(Cl)cc3)C2)nn1,59.385590,2.823131,4.697192,735,25,518,45.890000,10
ZINC000422797750,COC(=O)C(C)Sc1ccccc1C(=O)NCC(N)c1ccccc1,67.709013,2.823097,3.106984,721,22,502,41.999000,10
ZINC000419566351,CCCNC(=O)C(C)SCc1nc(C(=O)OC)cs1,68.516345,2.823002,2.957991,434,17,323,24.682000,7
ZINC000416773774,CC(C)C(=O)Nc1cccc(NC(=O)N2CC(O)CC2c2ccccc2)c1,51.112985,2.822825,4.117896,807,26,562,46.841000,11
ZINC000153581886,Cc1ccc(C(=O)NC(C)c2cn(C(C)(C)C)nc2C)c(C)c1,73.000820,2.822608,3.726522,722,16,452,42.658000,9
ZINC000112034239,O=C(NC1CCN(CC(F)(F)F)C1=O)c1ccc(N2CCCC2=O)cc1,49.299404,2.822463,4.234849,718,29,518,47.660000,10
ZINC000518283306,O=C1C(Oc2ccc(S(=O)(=O)N3CCCCC3)cc2)CCN1c1cccc([N+](=O)[O-])c1,57.745583,2.822200,3.916479,1080,36,656,52.106000,12
ZINC000287808004,CNS(=O)(=O)c1cc(NC(=O)C(=O)NC(CO)CC(C)C)ccc1F,78.521309,2.822110,3.700775,736,24,434,38.724000,10
ZINC000474582981,CN(C)S(=O)(=O)c1ccc(C(=O)N2CCSCC2C(=O)OC(C)(C)C)cc1,67.655251,2.822071,3.116291,798,27,497,40.197000,11
ZINC000481307852,COC(=O)C(C)N(C(=O)c1ccc(C)c(S(=O)(=O)N2CCCCC2)c1)C1CCC1,85.193035,2.821999,3.724594,873,30,542,49.212000,12
ZINC000416544504,CCOC(=O)c1cccc(S(=O)(=O)NC(CO)c2ccnn2C)c1,80.458877,2.821902,2.683287,816,25,464,39.131000,10
ZINC000365172582,CC(C)c1cnc(-c2ccc(NCc3cc(C#N)n(C)c3)cc2)o1,46.440084,2.821504,4.388147,865,21,510,36.704000,9
ZINC000333623172,Cc1cn2cc(NC(=O)C3(C)CCC(=O)CC3)ccc2n1,40.504907,2.821471,3.458793,707,21,444,32.695000,8
ZINC000536267917,CCOC(=O)C(NC(=O)CCSc1ccc(F)cc1)C1CCOCC1,73.395418,2.821408,2.944300,560,21,440,39.901000,9
ZINC000133475800,CC(C(=O)N1CCCC1CO)c1ccc(Br)cc1,47.294350,2.821287,2.764765,418,18,367,33.856000,7
,Cn1ncc2c(N3CCC(n4ccc(C(F)(F)F)n4)CC3)nc(N)nc21,36.967186,2.821247,4.985274,936,27,558,45.556000,11
ZINC000027530387,Cc1cccc(C=C2SC(=S)N(C(CC(=O)O)C(=O)O)C2=O)c1,31.304033,2.821166,3.122907,728,28,476,38.740000,9
ZINC000126378356,CCOC(=O)C1CCN(C(=O)C2CCCCS2)CC1,29.296293,2.821157,2.611027,320,19,329,29.846000,7
ZINC000377013016,Cn1cc(CNC2CN(S(=O)(=O)c3ccc4c(c3)OCCO4)C2)cc1C#N,44.174836,2.821038,4.581907,1002,33,573,42.392000,11
ZINC000354149270,CC1(c2nc3ccccc3s2)CCN(C(=O)c2cc(F)c[nH]2)CC1,29.926962,2.820839,3.928564,859,24,540,38.825000,10
ZINC000432693813,COC(=O)C1(c2ccccc2)CCN(C(=O)Nc2ccc(F)c(NC(C)=O)c2)C1,60.780297,2.820544,3.806807,934,28,596,46.376000,12
ZINC000427135430,N#Cc1ccccc1COc1ccc(C(=O)N2CC3CCCCC3C2)cc1,61.295707,2.820527,3.644243,839,30,613,49.628000,11
ZINC000558370846,CN1CCC(N(C)C(=O)NCc2ccc(CN3CCOCC3)cc2)C1=O,57.935267,2.820358,4.213058,628,25,491,38.166000,10
ZINC000087502652,Cc1noc(C)c1CCC(=O)NC1CCN(c2c(F)cccc2F)C1,61.940393,2.820318,3.922058,735,23,512,45.257000,10
ZINC000186198312,CC(Nc1cnn(CC(N)=O)c1)C(=O)N(C)Cc1cccc(F)c1,84.630928,2.820299,4.620178,730,22,464,40.169000,9
ZINC000365102201,CC1CCCN(C(=O)C2CCN(Cc3nnc(C4CC4)n3C)CC2)C1,52.418323,2.819659,4.796090,615,26,479,41.190000,10
ZINC000062890964,CN(Cc1ccccc1F)C(=O)C1(C)CCNC1,18.786979,2.819358,3.817793,441,16,353,32.370000,7
ZINC000536852038,CC(NCc1cc2c(s1)CCCC2)c1ccc2c(c1)OCO2,54.881034,2.819306,3.860176,656,22,497,37.195000,9
ZINC000371205360,CCc1nc(N(C)C2CCN(C3CCOCC3)CC2)c2ccsc2n1,45.994541,2.818988,4.603793,704,22,495,38.222000,10
ZINC000286830139,COC(=O)c1cccc(C(=O)N2CCCC(F)(CO)C2)c1,32.892929,2.818590,3.303346,548,20,410,36.023000,8
ZINC000555698052,O=C1NC2(CCCCCC2)C(=O)N1Cc1ccccc1Cn1cccn1,44.615875,2.818563,3.253649,791,26,540,40.050000,11
ZINC000364878517,COC(=O)c1cn(C2CCCN(C(=O)NCc3ccc(C(N)=O)cc3)C2)nn1,74.253026,2.818360,4.333370,863,30,566,46.497000,11
ZINC000439797826,CC(C)CC(NC(=O)CNC(=O)c1ccc(-n2cncn2)c([N+](=O)[O-])c1)C(=O)O,71.225724,2.818314,3.485476,911,30,557,49.433000,11
ZINC000446678734,CCN(C1CCN(C(=O)C(=O)Nc2cnn(C3CCCC3)c2C)CC1)S(C)(=O)=O,62.471323,2.818114,4.567521,851,30,510,44.397000,12
ZINC000541566579,COc1ccc(C(C)C(C)NCc2cc([N+](=O)[O-])ccc2OC)cc1,72.349641,2.818024,2.730958,715,20,502,44.025000,10
ZINC000488494793,CC(c1ccc(-c2ccccc2)cc1)N(C)C(=O)C(=O)NCc1ccn(C)c1,75.560226,2.818004,4.146656,945,23,578,43.080000,11
ZINC000475134773,COC(=O)C(NCc1csc(COc2ccc(C)cc2)n1)c1cccs1,89.416852,2.817889,3.361384,828,23,533,36.560000,10
ZINC000469240045,CCNS(=O)(=O)c1cccc(C(=O)N(C)C(C)c2sc(-c3ccccc3)nc2C)c1,99.137375,2.817746,4.666874,1141,28,620,46.581000,12
ZINC000375013256,COCC(O)CNC(=O)C(=O)Nc1ccc(-n2cnc3ccccc32)nc1,78.836811,2.817487,3.722227,938,27,566,39.314000,11
ZINC000172469567,CC1CC(C)CC(NC(=O)c2ccccc2[N+](=O)[O-])C1,43.129759,2.817480,2.119070,505,21,412,41.101000,8
ZINC000359790749,COc1ccnc(N2CCN(S(=O)(=O)c3cnnn3C)CC2)n1,43.688037,2.817360,4.196179,783,27,468,33.875000,9
ZINC000458336935,O=C(NCc1ccc(Br)cc1)NCC(O)Cn1ccnn1,69.486772,2.817154,3.756306,558,20,407,34.955000,8
ZINC000365960382,O=C(CCn1ccnc1)NC1CCN(c2c(F)cccc2F)C1,58.353140,2.817060,4.143952,654,23,470,39.589000,9
ZINC000345178206,CC1CCCC(NC(=O)COCc2cccnc2)C1,60.003111,2.816693,3.409622,394,18,370,35.291000,7
ZINC000482249639,COCC(NC(Cc1ccc(OC)c(OC)c1)c1ccccc1)C(C)C,72.517124,2.816639,3.037827,657,16,481,44.258000,10
ZINC000449197377,Cn1cc(CNC2CCN(c3ncccc3Cl)C2)c(-c2ccc(F)cc2)n1,59.225577,2.816469,4.926496,924,25,593,49.515000,11
ZINC000334497068,O=C(NCC1Cc2ccccc2C1)N1CCC(F)C1,16.817268,2.815988,3.893593,451,20,392,35.370000,7
ZINC000284409834,CCNC(=O)CC1CCCCN1C(=O)C(=O)Nc1ccc(C)c([N+](=O)[O-])c1,73.253938,2.815634,3.757188,749,27,509,43.028000,11
ZINC000355946367,CCOCC(O)CNC(=O)NCc1ccc(OC2CCCC2)nc1,77.121707,2.815541,3.827639,489,19,407,38.998000,9
ZINC000490935733,CC(C)Oc1ccc(C(=O)NCCC(c2ccccc2)C(F)(F)F)nc1,75.567226,2.815327,4.096650,700,19,488,46.632000,10
ZINC000236818217,CCN(C(C)=O)c1nc(CNC(C)c2ccc(C(C)(C)C)cc2)cs1,82.129480,2.815169,3.743419,700,17,464,40.950000,10
ZINC000262028400,CC(C)Oc1ccc(F)cc1NC(=O)CC1COCCN1,29.957806,2.814977,3.632967,487,18,392,35.107000,8
ZINC000528061841,Cc1ccc2cc(S(=O)(=O)N3CCC(COC4CCNC4)CC3)ccc2c1,30.939734,2.814964,3.873586,898,28,560,48.346000,11
ZINC000275900067,CNC(=O)COc1ccc(NC(=O)N2CCCC2CN(C(C)=O)C2CC2)cc1,74.673121,2.814758,4.711355,717,28,512,44.981000,11
ZINC000456192711,CS(=O)(=O)CC1CCCCN1C(=O)c1ccc(-c2ccccc2F)o1,49.512838,2.814337,4.169014,874,27,518,39.666000,10
ZINC000263818693,Cc1ccccc1C1CCCN1c1ncnc2[nH]ccc12,22.273467,2.814317,3.878970,777,22,512,35.263000,9
ZINC000283466977,COc1ccc(CCNC(=O)C(=O)N(CCCO)C2CCc3ccccc32)cc1,72.164940,2.814255,3.743777,835,24,563,46.775000,12
ZINC000295573269,CC1(F)CCCN(C(=O)COc2ccccc2Cl)C1,33.999026,2.814016,3.561220,464,17,371,33.041000,7
ZINC000266415475,CC(CNC(=O)Nc1ccc2c(c1)N(C)C(=O)CO2)N(C)C,45.597700,2.813954,4.135107,573,21,425,34.309000,9
ZINC000186627493,CCCCCCC(C)NC(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,29.568642,2.813802,4.404281,588,20,437,41.655000,9
ZINC000345856449,CN(C)C(C(=O)Nc1ccc(F)c(C#N)c1)c1c(F)cccc1Cl,72.535756,2.813772,3.077305,797,23,512,40.657000,10
ZINC000370198435,COc1ccc(C(C)CC(=O)NC2CCN(C3CCCC3)C2)cc1,58.128485,2.813677,3.978151,537,22,460,45.054000,9
ZINC000454324634,CC(C)OC(=O)C(C)NC(=O)Nc1nc(CN2CCOCC2)cs1,75.339839,2.813624,3.669717,557,23,422,30.077000,9
ZINC000291173267,COCCC1(C)CN(C(=O)C(F)(F)c2ccc(C)cc2)C1,32.684700,2.813611,3.184849,507,15,369,35.417000,9
ZINC000285926339,CC(O)(CNC1CCC(O)CC1)c1ccccc1Cl,34.272207,2.813585,2.859263,414,14,353,38.696000,7
ZINC000224340746,CCNC(=O)C(CC)N(Cc1ccc(Cl)cc1)C(=O)COc1ccc(C(C)C)cc1Br,106.506043,2.813583,3.672451,886,21,560,49.880000,12
ZINC000497439181,COc1cc(C(C)NC(=O)NCCc2nc(-c3cccc(Cl)c3)no2)ccn1,97.417263,2.813580,4.796946,946,25,584,42.624000,11
ZINC000368394694,CCn1nc2c(cc1=O)CN(c1ccc(C(F)(F)F)c(C#N)c1)CC2,24.390081,2.813408,4.307099,911,26,537,44.956000,10
ZINC000339736351,Cc1nc2ccccc2n1CCNC(=O)C(=O)NCCC1CCOC1,60.854879,2.813302,4.066729,749,25,491,38.308000,10
ZINC000546398405,Cc1cccc(NC(=O)N2CCCC(c3nc(-c4ccc([N+](=O)[O-])cc4C)no3)C2)c1,72.676859,2.813190,4.288437,1126,31,683,51.554000,12
ZINC000431742697,CC(NC(=O)c1ncsc1C(F)(F)F)c1ccc(NC(=O)Nc2ccccc2)cc1,72.327218,2.813057,3.989242,1020,28,626,46.969000,12
ZINC000338762000,CCCCc1ccc(CC(=O)N2CCC(F)(CO)C2)cc1,33.347330,2.813031,3.696275,474,16,380,37.554000,8
ZINC000351560797,CCN(CC1CC1)C(=O)CNC(=O)C1CCCN1,24.456406,2.812664,3.806960,309,19,296,32.790000,7
,Cc1nc2cc(=O)[nH]n2c(C)c1CC(=O)NCCc1ccc(OCC(F)(F)F)nc1,92.987831,2.812609,4.053580,1103,27,600,47.762000,12
ZINC000303357900,CC(CNC(=O)c1cccc(-n2cnnn2)c1)Sc1ccc(Br)cc1,84.956905,2.812575,3.516905,838,24,539,42.004000,10
ZINC000278084848,CCC1C(=O)N(CCNC(=O)c2cccc(Br)c2)C(=O)N1C1CC1,46.680061,2.812312,3.972052,674,27,473,42.736000,10
ZINC000425508389,COCC(C)(C)N1CCN(CC(=O)NC(c2ccccc2)C(C)C)CC1,76.058627,2.812152,3.094198,551,17,434,43.774000,10
ZINC000015906842,COC(=O)c1cc(C(=O)OC)cc(-n2c(C)cc(C=NNc3nc(C)cc(=O)[nH]3)c2C)c1,71.511332,2.812055,3.366969,1237,30,663,46.996000,13
ZINC000545079083,CC1CCCN1C(=O)c1ccc(-c2noc(-c3ccc4c(c3)CCC(=O)N4)n2)cc1,37.488301,2.811868,4.743018,1119,33,704,50.662000,12
ZINC000518816216,CC1CCCCC1CC(=O)Nc1ccccc1CN1CCOCC1,59.879773,2.811459,3.571205,540,22,469,41.054000,9
ZINC000497442475,CC(=O)Nc1ccc(S(=O)(=O)NC(C)C(=O)N2CCC(OC3CCCCC3)CC2)cc1,79.935909,2.811448,3.288605,857,31,566,51.218000,12
ZINC000100651763,CCCCCCCCOc1cc2c(cc1OCCCCCCCC)C(=N)NC2=N,11.541340,2.811336,2.932716,602,17,456,51.615000,12
ZINC000177148970,CCCn1ccc2cc(NC(=O)C(=O)NC(CO)CC(C)C)ccc21,79.026777,2.811246,4.329366,736,20,455,40.601000,10
ZINC000508106780,C=CCSc1ccccc1NC(=O)CN(CC(O)CC)c1ccccc1,72.471914,2.811220,3.281810,706,19,479,42.791000,10
ZINC000484566301,CCc1nnc(-c2cccc(NC(=O)C(=O)NC(c3ccccc3)c3ccccn3)c2)o1,96.875747,2.811168,4.796478,1169,30,713,44.260000,13
ZINC000415099582,Clc1cccc(Cl)c1CNCC1CNCCO1,-2.992632,2.811082,3.479153,347,15,332,30.999000,6
ZINC000457402272,COc1ccc(OC)c(C(C)NC(=O)c2[nH]ccc2C2CC2)c1,56.860281,2.811062,3.435020,704,21,473,39.423000,9
ZINC000494359045,CCC(C)c1ccccc1OCC(=O)N1CCCC1c1ccc(OC)c(OC)c1,74.508878,2.810877,4.040005,835,23,574,48.787000,12
ZINC000190707185,Cc1onc(-c2ccc(C(F)(F)F)cc2)c1C(=O)NC1COc2ccccc21,51.234163,2.810788,3.915230,1025,28,638,50.449000,11
ZINC000119396638,Cc1ccc(C)c(OCC(O)CN2CCN(C)C(=O)C2)c1C,37.116493,2.810716,3.649584,544,17,410,37.958000,8
ZINC000320942668,CSc1ccc(C(C)NC(=O)CC2(CC(=O)O)CCCC2)cc1,46.148549,2.810712,3.080287,549,19,419,40.241000,9
ZINC000504891278,COc1ccc(C2CCN(C(=O)c3nnn(-c4ccc(F)cc4)c3C(F)(F)F)C2)cc1,60.135212,2.810685,4.419628,1078,30,668,54.738000,13
ZINC000072408275,c1cn(CCc2ccc3c(c2)OCO3)c(-c2cc3n(n2)CCNC3)n1,23.602359,2.810652,4.292314,890,27,576,38.686000,10
ZINC000562484176,COc1cccc(C)c1NC(=O)NC1CCc2[nH]c3ccc(C)cc3c2C1,63.977785,2.810593,3.802841,1006,25,617,46.824000,11
ZINC000175067947,COC(C)c1nc(CN(C)CCOc2ccc(Cl)cc2)cs1,75.918449,2.810431,4.190831,573,16,410,31.746000,8
ZINC000463636582,Cc1nn(C)c2cc(NC(=O)C(=O)NC(C)c3ccc(OCC(=O)NC4CC4)cc3)ccc12,97.518089,2.810423,4.991132,1197,33,683,51.860000,13
,CC(NC1CC(c2ccccc2)C1)c1cc[nH]c(=O)c1,33.396456,2.810408,3.287499,614,19,428,38.496000,8
ZINC000183030308,Cc1noc(C)c1CC(C)NC(=O)NCCNc1cccc(Br)c1,89.672607,2.810332,3.559587,667,19,455,41.452000,9
ZINC000176618834,N#CC(NC(=O)c1cnc2ccccc2n1)C1CCCCC1,51.499813,2.810067,3.703330,715,25,491,42.221000,9
ZINC000364691405,CC(=O)c1ccc(S(C)(=O)=O)c(N2CCCC(CN3CCN(C)CC3)C2)c1,59.298741,2.809929,4.655655,785,27,515,43.695000,11
ZINC000178737503,COc1ccccc1N1CCC(NC(=O)C2CCC(N)C2)CC1,21.131750,2.809827,3.757903,540,23,460,44.060000,9
ZINC000487075349,CC1CN(Cc2ccccc2)CCC1NS(=O)(=O)c1ccc(S(C)(=O)=O)cc1,60.298991,2.809804,3.321884,1003,32,580,45.077000,11
ZINC000269621764,CCN(C(=O)C(C)N1CCN(c2ccc(C(N)=O)cn2)CC1)C1CCCCC1,66.307820,2.809791,4.555919,663,25,518,51.469000,11
ZINC000540870401,COc1cc(C)nc(CNC(C)c2nc(-c3ccc(Br)cc3)cs2)c1,74.546342,2.809783,3.818933,848,20,539,38.729000,10
ZINC000527111384,COCCc1cc(NC(=O)c2cccc3nn[nH]c23)n(C)n1,67.776138,2.809473,4.377277,806,22,474,35.024000,9
ZINC000296687377,CCc1ccccc1NC(=O)N1CCC(C)(COC)C1,42.416503,2.809465,3.547448,475,16,371,32.054000,8
ZINC000293930635,CCN(C(=O)c1cc(NS(C)(=O)=O)ccc1O)C(C)CO,61.672954,2.809393,3.380782,614,20,374,35.980000,8
ZINC000047599464,CCOc1ccc(C(C)NC(=O)NC(CC)CO)cc1OCC,71.408715,2.809240,3.239771,489,16,388,39.041000,9
ZINC000427164076,CC(Oc1ccccc1F)C(=O)NCC(F)(F)CN,43.613558,2.809133,3.544842,440,15,335,33.679000,7
ZINC000262529400,O=C(CCc1nc(-c2ncccn2)no1)NCC(Cc1ccccc1)C(=O)O,69.351613,2.808798,4.233208,914,27,584,43.903000,11
ZINC000120793771,CSC(C)CNC(=O)NCc1c(C)nn(Cc2ccccc2)c1C,80.213502,2.808418,3.376549,669,18,446,36.506000,9
ZINC000511222679,C=CCNS(=O)(=O)c1ccc(C(=O)NCC2CCCN2S(C)(=O)=O)cc1,66.068437,2.808372,4.044729,863,32,479,42.878000,10
ZINC000186301919,CC(CCC1CC1)NCC1CCN(S(C)(=O)=O)CC1,33.370758,2.808248,3.583407,370,19,296,36.212000,7
